,GroundTruth,GroundTruth_DB,FairDEN_v1_min_pts_11_wo_cat,FairDEN_v1_min_pts_13_wo_cat,FairDEN_v1_min_pts_15_wo_cat,FairDEN_v1_min_pts_10_wo_cat
982,1,0,0,0,1,0
983,1,0,0,0,1,0
984,0,0,1,1,0,0
985,0,0,0,0,1,0
986,1,0,0,0,1,0
987,0,0,0,0,1,0
988,1,0,1,1,0,1
989,0,0,0,0,1,0
990,0,0,1,1,0,1
991,1,0,0,0,1,0
992,0,0,0,0,1,0
993,1,-1,1,1,0,1
994,1,0,0,0,1,0
995,0,0,0,0,1,0
996,0,0,1,1,0,1
997,0,0,0,0,1,0
998,0,0,1,1,0,1
999,0,0,1,1,0,1
1000,0,0,0,0,1,0
1001,1,0,0,0,1,0
1002,0,0,0,0,1,0
1003,0,0,0,0,1,0
1004,0,0,0,0,1,0
1005,0,0,0,0,1,0
1006,0,0,0,0,0,0
1007,0,0,1,1,0,0
1008,0,0,1,1,0,1
1009,0,0,0,0,1,0
1010,0,0,0,0,1,0
1011,0,0,0,0,1,0
1012,0,0,0,0,1,0
1013,0,0,0,0,1,0
1014,0,0,1,1,0,1
1015,0,0,0,0,1,0
1016,0,0,0,0,1,0
1017,0,0,0,0,1,0
1018,0,0,0,0,1,0
1019,0,0,1,1,0,1
1020,1,0,1,1,0,1
1021,0,0,0,0,1,0
1022,0,0,0,0,1,0
1023,0,0,1,1,1,1
1024,0,0,0,0,1,0
1025,0,0,0,0,1,0
1026,0,0,1,0,1,1
1027,1,0,0,0,1,0
1028,0,0,0,0,1,0
1029,1,-1,1,1,0,1
1030,0,0,1,0,1,1
1031,0,0,0,0,1,0
1032,1,0,0,0,1,0
1033,0,0,0,0,1,0
1034,0,0,0,0,1,0
1035,1,0,0,0,1,0
1036,0,0,0,0,1,0
1037,1,0,1,1,0,1
1038,0,0,0,0,1,0
1039,0,0,0,0,1,0
1040,0,0,0,0,1,0
1041,0,0,1,1,0,1
1042,0,0,0,0,1,0
1043,0,0,0,0,1,0
1044,0,0,1,1,0,1
1045,0,0,0,0,1,0
1046,0,0,1,1,0,1
1047,0,0,0,1,1,0
1048,1,0,0,0,1,0
1049,0,0,1,0,1,0
1050,0,0,1,1,0,1
1051,0,0,1,1,0,1
1052,0,0,0,0,1,0
1053,0,0,1,1,0,1
1054,0,0,0,0,1,0
1055,0,0,0,0,1,0
1056,0,0,0,0,1,0
1057,1,0,0,0,1,0
1058,0,0,0,0,1,0
1059,0,0,1,1,0,1
1060,0,0,0,0,1,0
1061,0,0,1,1,0,1
1062,0,0,1,1,0,1
1063,0,0,0,0,1,0
1064,1,0,1,1,0,1
1065,0,0,0,0,1,0
1066,0,0,0,0,1,0
1067,0,0,1,1,0,1
1068,0,0,1,1,0,1
1069,1,0,0,0,1,0
1070,0,0,0,0,1,0
1071,1,0,0,0,1,0
1072,0,0,0,0,1,0
1073,0,0,0,0,1,0
1074,0,0,1,1,0,1
1075,0,0,1,1,0,1
1076,1,-1,1,1,0,1
1077,0,0,1,1,0,1
1078,0,0,0,0,1,0
1079,0,0,1,1,0,1
1080,0,0,0,0,1,0
1081,0,0,0,0,1,0
1082,0,0,0,0,1,0
1083,0,0,1,1,0,1
1084,0,0,1,1,0,1
1085,0,0,0,0,1,0
1086,0,0,0,0,1,0
1087,1,0,1,1,0,1
1088,1,0,1,1,0,1
1089,0,0,0,0,1,0
1090,1,0,0,0,1,0
1091,0,0,0,0,1,0
1092,0,0,1,1,1,1
1093,0,0,1,1,0,1
1094,0,0,0,1,0,0
1095,1,0,1,1,0,1
1096,0,0,1,1,0,1
1097,0,0,0,0,1,0
1098,1,0,0,0,1,0
1099,0,0,0,0,1,0
1100,0,0,0,0,1,0
1101,0,0,0,0,1,0
1102,0,0,0,0,1,0
1103,0,0,0,0,1,0
1104,1,-1,1,1,0,1
1105,0,0,1,1,0,1
1106,0,0,0,0,1,0
1107,1,0,0,0,1,0
1108,1,0,0,0,1,0
1109,0,-1,1,1,0,1
1110,0,0,1,1,0,1
1111,0,0,0,0,1,0
1112,0,0,0,0,1,0
1113,0,0,1,1,0,1
1114,0,0,0,0,1,0
1115,0,0,1,1,0,1
1116,1,0,0,0,1,0
1117,0,0,0,0,1,0
1118,1,0,0,0,1,0
1119,0,0,1,1,0,1
1120,0,0,0,0,1,0
1121,1,-1,1,1,0,1
1122,0,0,0,0,1,0
1123,0,0,0,0,1,0
1124,0,0,0,0,1,0
1125,0,0,0,0,1,0
1126,0,0,0,0,1,0
1127,0,0,0,0,1,0
1128,0,0,0,0,1,0
1129,0,0,1,1,0,1
1130,0,0,0,0,1,0
1131,0,0,0,0,1,0
1132,0,0,0,0,1,0
1133,1,0,0,0,1,0
1134,0,0,0,0,1,0
1135,1,0,0,0,1,0
1136,0,0,0,0,1,0
1137,0,0,0,0,1,0
1138,0,0,0,0,1,0
1139,1,0,0,0,1,0
1140,1,0,0,0,1,0
1141,0,-1,1,1,0,1
1142,0,0,1,1,0,1
1143,0,0,0,0,1,0
1144,0,0,0,0,1,0
1145,1,0,1,1,0,1
1146,0,0,1,1,0,1
1147,0,0,1,1,0,1
1148,0,0,1,1,0,1
1149,0,0,0,0,1,0
1150,0,0,1,1,0,1
1151,0,0,0,0,1,0
1152,0,0,1,1,0,1
1153,0,0,0,0,1,0
1154,0,0,0,0,1,0
1155,0,0,1,1,0,1
1156,0,0,1,0,1,1
1157,0,0,0,0,1,0
1158,0,0,0,0,1,0
1159,0,0,1,1,0,1
1160,1,0,1,1,0,1
1161,0,0,1,1,0,1
1162,0,0,0,0,1,0
1163,1,0,0,0,1,0
1164,0,0,0,0,1,0
1165,1,0,1,1,0,1
1166,1,0,0,0,1,0
1167,0,0,0,0,1,0
1168,0,0,0,0,1,0
1169,0,0,1,1,0,1
1170,0,0,1,1,0,1
1171,1,-1,1,1,0,1
1172,0,0,0,0,1,0
1173,1,-1,1,1,0,1
1174,0,0,0,0,1,0
1175,0,0,0,0,1,0
1176,1,0,0,0,1,0
1177,0,0,0,0,1,0
1178,0,0,0,0,1,0
1179,0,0,0,0,1,0
1180,0,0,0,0,1,0
1181,0,0,0,0,1,0
1182,1,-1,1,1,0,1
1183,1,0,1,0,1,1
1184,0,0,0,0,1,0
1185,1,0,1,1,0,1
1186,1,0,1,1,0,1
1187,0,0,0,0,1,0
1188,1,0,0,0,1,0
1189,1,-1,1,1,0,1
1190,0,0,1,1,0,1
1191,0,0,0,0,1,0
1192,0,0,0,0,1,0
1193,0,0,0,0,1,0
1194,1,0,0,0,1,0
1195,1,0,0,0,1,0
1196,0,0,1,1,0,1
1197,1,0,0,0,1,0
1198,0,0,1,1,0,1
1199,0,0,0,0,1,0
1200,1,0,1,1,0,1
1201,0,0,0,0,1,0
1202,0,0,0,0,1,0
1203,0,0,0,0,1,0
1204,0,0,0,0,1,0
1205,0,0,1,1,0,1
1206,0,0,0,0,1,0
1207,1,0,0,0,1,0
1208,0,0,0,0,1,0
1209,0,0,0,0,1,0
1210,0,0,1,1,0,1
1211,0,-1,1,1,0,1
1212,0,0,0,0,1,0
1213,1,0,0,0,1,0
1214,0,-1,1,1,0,1
1215,0,0,0,0,1,0
1216,0,-1,1,1,0,1
1217,0,0,0,0,1,0
1218,1,0,0,0,1,0
1219,1,0,1,1,0,1
1220,0,0,1,1,0,1
1221,0,0,0,0,1,0
1222,0,0,0,0,1,0
1223,0,0,0,0,1,0
1224,1,0,0,0,1,0
1225,0,0,1,1,0,1
1226,0,0,0,0,1,0
1227,0,0,0,0,1,0
1228,0,0,1,1,0,1
1229,0,0,0,0,1,0
1230,1,1,1,1,0,1
1231,0,0,1,1,0,1
1232,0,0,1,1,0,1
1233,0,0,1,1,0,1
1234,0,0,1,1,0,1
1235,0,0,1,1,0,1
1236,0,0,0,0,1,0
1237,1,0,1,1,0,1
1238,1,0,0,0,1,0
1239,0,0,0,0,1,0
1240,0,0,1,0,1,1
1241,1,0,1,1,0,1
1242,0,0,0,0,1,0
1243,0,0,0,0,1,0
1244,0,0,1,1,0,1
1245,1,0,0,0,1,0
1246,1,0,1,1,0,1
1247,0,0,0,0,1,0
1248,0,0,0,0,1,0
1249,0,0,0,0,1,0
1250,0,0,0,0,1,0
1251,0,0,1,1,0,1
1252,0,0,0,0,1,0
1253,0,0,0,0,1,0
1254,0,0,0,0,1,0
1255,1,0,0,0,1,0
1256,0,-1,1,1,0,1
1257,0,0,0,0,1,0
1258,0,0,0,1,0,0
1259,0,0,0,0,1,0
1260,1,0,0,0,1,0
1261,0,0,0,0,1,0
1262,0,0,0,0,1,0
1263,0,0,0,0,1,0
1264,1,0,1,1,0,1
1265,0,0,0,0,1,0
1266,0,0,1,1,0,1
1267,0,0,1,1,0,1
1268,0,0,1,1,0,1
1269,1,0,1,1,0,1
1270,0,0,0,0,1,0
1271,1,0,0,0,1,0
1272,0,0,1,1,0,1
1273,0,-1,1,1,0,1
1274,0,0,1,1,0,1
1275,0,0,0,0,1,0
1276,0,0,1,1,0,1
1277,0,0,0,0,1,0
1278,0,0,0,0,1,0
1279,0,0,0,0,1,0
1280,1,0,0,0,1,0
1281,1,0,0,0,1,0
1282,0,0,0,0,1,0
1283,0,0,1,1,0,0
1284,0,0,1,1,0,1
1285,0,0,0,0,1,0
1286,0,-1,1,1,0,1
1287,1,0,0,0,1,0
1288,0,0,0,0,1,0
1289,0,0,0,0,1,0
1290,0,0,0,0,1,0
1291,0,0,0,0,1,0
1292,0,0,1,1,0,1
1293,0,0,0,0,1,0
1294,0,0,0,0,1,0
1295,1,0,1,1,0,1
1296,0,0,0,0,1,0
1297,1,0,0,0,1,0
1298,1,0,1,1,0,1
1299,1,0,1,0,1,0
1300,0,0,0,0,1,0
1301,0,0,0,0,1,0
1302,0,0,1,1,0,1
1303,0,0,0,0,1,0
1304,0,0,0,0,1,0
1305,0,0,0,0,1,0
1306,0,0,1,1,0,1
1307,0,0,1,1,0,0
1308,0,0,0,0,1,0
1309,0,0,1,1,0,1
1310,0,0,0,0,1,0
1311,0,0,1,1,0,1
1312,0,0,1,1,0,1
1313,0,0,0,0,1,0
1314,0,0,1,1,0,1
1315,0,0,0,0,1,0
1316,0,0,0,0,1,0
1317,1,0,0,0,1,0
1318,0,0,0,0,1,0
1319,0,0,0,0,1,0
1320,0,0,0,0,1,0
1321,1,-1,1,1,0,1
1322,0,0,0,0,0,0
1323,0,0,0,0,1,0
1324,0,0,0,0,1,0
1325,1,0,1,1,0,1
1326,0,0,0,0,1,0
1327,0,0,0,0,1,0
1328,0,0,0,0,1,0
1329,1,0,0,0,1,0
1330,0,0,0,0,1,0
1331,0,0,0,0,1,0
1332,0,0,0,0,1,0
1333,1,0,0,1,0,0
1334,0,0,1,1,0,1
1335,0,0,0,0,1,0
1336,0,0,1,1,0,1
1337,0,0,1,1,0,1
1338,0,0,0,0,1,0
1339,0,0,0,0,1,0
1340,1,0,0,0,1,0
1341,1,0,0,0,1,0
1342,0,0,1,1,0,1
1343,0,0,1,1,0,1
1344,0,0,0,0,1,0
1345,0,0,0,0,1,0
1346,0,0,0,0,1,0
1347,1,0,0,0,1,0
1348,0,0,0,0,1,0
1349,0,0,0,0,1,0
1350,0,0,1,1,0,1
1351,0,0,0,0,1,0
1352,0,0,1,1,0,1
1353,1,0,0,0,1,0
1354,0,0,0,0,1,0
1355,0,0,1,1,0,1
1356,0,0,0,0,1,0
1357,0,0,0,0,1,0
1358,0,0,1,1,0,1
1359,0,0,0,0,0,0
1360,0,0,0,0,1,0
1361,0,0,0,0,1,0
1362,0,0,0,0,1,0
1363,0,0,1,1,0,1
1364,0,0,0,0,1,0
1365,0,0,0,0,1,0
1366,0,0,1,1,0,1
1367,0,0,0,0,1,0
1368,0,0,0,0,1,0
1369,0,0,0,0,1,0
1370,0,0,0,0,1,0
1371,0,0,0,0,1,0
1372,0,0,0,0,1,0
1373,0,0,0,0,1,0
1374,0,0,1,1,0,1
1375,0,0,1,1,1,1
1376,0,0,0,0,1,0
1377,0,0,0,0,1,0
1378,0,0,0,0,1,0
1379,1,0,1,1,0,1
1380,0,0,1,1,0,1
1381,1,0,0,0,1,0
1382,0,0,0,0,1,0
1383,0,-1,1,1,0,1
1384,0,0,1,1,0,1
1385,0,0,1,1,0,1
1386,0,0,0,0,1,0
1387,0,0,0,0,1,0
1388,0,0,0,0,1,0
1389,0,0,0,0,1,0
1390,0,0,0,0,1,0
1391,0,0,0,0,1,0
1392,1,0,0,0,1,0
1393,0,0,0,0,1,0
1394,0,0,0,0,1,0
1395,0,0,0,0,1,0
1396,0,0,0,0,1,0
1397,0,0,0,0,1,0
1398,1,0,0,0,1,0
1399,0,0,0,0,1,0
1400,0,0,0,0,1,0
1401,0,0,0,0,1,0
1402,1,0,0,0,1,0
1403,1,0,1,1,0,1
1404,0,0,0,0,1,0
1405,0,0,0,0,1,0
1406,1,0,0,0,1,0
1407,0,0,0,0,1,0
1408,0,0,0,0,1,0
1409,0,0,0,0,1,0
1410,0,0,1,0,1,1
1411,0,0,0,0,1,0
1412,0,0,1,1,0,1
1413,0,0,1,1,0,1
1414,1,0,0,0,1,0
1415,0,0,0,0,1,0
1416,0,0,0,0,1,0
1417,0,0,0,0,1,0
1418,0,0,0,0,1,0
1419,0,0,0,0,1,0
1420,0,0,0,0,1,0
1421,0,0,0,0,1,0
1422,0,0,0,0,1,0
1423,0,0,0,0,1,0
1424,1,0,1,1,0,1
1425,0,0,1,1,0,1
1426,0,0,0,0,1,0
1427,0,0,1,1,0,1
1428,0,0,0,0,1,0
1429,0,0,0,0,1,0
1430,0,0,1,1,0,1
1431,0,0,0,0,1,0
1432,0,0,0,0,1,0
1433,0,-1,1,1,0,1
1434,0,0,0,0,1,0
1435,1,0,1,1,0,1
1436,0,0,0,0,1,0
1437,1,0,1,1,0,1
1438,0,0,0,0,1,0
1439,1,0,0,0,1,0
1440,0,0,0,0,1,0
1441,1,0,0,0,1,0
1442,1,0,1,1,0,1
1443,0,0,1,1,0,1
1444,1,0,0,0,1,0
1445,0,0,0,0,1,0
1446,1,0,0,0,1,0
1447,0,0,0,0,1,0
1448,0,0,1,1,0,1
1449,1,0,0,0,1,0
1450,1,0,0,0,1,0
1451,0,0,1,1,0,1
1452,1,0,0,0,1,0
1453,0,0,0,0,1,0
1454,0,0,1,1,0,1
1455,0,0,0,0,1,0
1456,0,0,0,0,1,0
1457,0,0,0,0,1,0
1458,0,0,0,0,1,0
1459,0,0,0,0,1,0
1460,0,0,0,0,1,0
1461,0,0,0,0,1,0
1462,0,0,0,0,1,0
1463,0,0,0,1,0,0
1464,1,-1,1,1,0,1
1465,0,0,0,0,1,0
1466,0,0,0,0,1,0
1467,0,0,1,1,0,0
1468,0,0,0,0,1,0
1469,0,0,0,0,1,0
1470,1,0,0,0,1,0
1471,1,0,0,0,1,0
1472,0,0,1,1,0,1
1473,0,0,0,0,1,0
1474,1,-1,1,1,0,1
1475,1,0,0,0,1,0
1476,0,0,0,0,1,0
1477,1,0,0,0,1,0
1478,0,0,1,1,0,1
1479,0,0,0,0,1,0
1480,1,0,0,0,1,0
1481,0,0,0,0,1,0
1482,0,0,1,1,0,1
1483,0,0,0,0,1,0
1484,1,0,0,0,1,0
1485,0,0,0,0,1,0
1486,1,0,1,1,0,1
1487,0,0,1,1,0,1
1488,0,0,1,1,0,1
1489,0,0,0,0,1,0
1490,0,0,1,1,0,1
1491,0,0,1,1,0,1
1492,1,0,1,1,0,1
1493,1,0,0,0,1,0
1494,0,0,0,0,1,0
1495,1,0,1,1,0,1
1496,0,0,0,0,1,0
1497,1,1,1,1,0,1
1498,1,0,0,0,1,0
1499,1,0,0,0,1,0
1500,0,0,0,0,1,0
1501,0,0,1,1,0,1
1502,0,0,0,0,1,0
1503,0,0,1,1,0,1
1504,1,0,0,0,1,0
1505,0,0,0,0,1,0
1506,0,0,0,0,1,0
1507,0,0,0,0,1,0
1508,0,0,0,0,1,0
1509,0,0,1,1,0,1
1510,0,0,0,0,1,0
1511,0,0,0,0,1,0
1512,0,0,0,0,0,1
1513,1,0,0,0,1,0
1514,1,0,0,0,1,0
1515,1,0,1,1,0,1
1516,0,0,0,0,1,0
1517,1,0,1,1,0,1
1518,1,0,0,0,1,0
1519,0,0,0,0,1,0
1520,0,0,1,0,1,1
1521,0,0,0,0,1,0
1522,0,0,0,0,1,0
1523,0,0,1,1,0,1
1524,0,0,1,1,0,1
1525,0,0,1,1,0,1
1526,0,0,0,0,1,0
1527,0,0,0,0,1,0
1528,1,0,0,0,1,0
1529,1,0,1,1,0,1
1530,0,0,1,1,0,1
1531,1,0,1,1,0,1
1532,0,0,0,0,1,0
1533,0,0,1,1,0,1
1534,1,0,1,1,0,1
1535,0,0,0,0,1,0
1536,0,0,0,0,1,0
1537,1,0,0,0,1,0
1538,0,0,0,0,1,0
1539,0,0,0,0,1,0
1540,0,0,0,0,1,0
1541,0,0,0,0,1,0
1542,0,0,1,1,0,1
1543,0,0,1,1,0,1
1544,0,0,0,0,1,0
1545,0,0,1,1,0,1
1546,0,0,0,0,1,0
1547,1,0,0,0,1,0
1548,1,0,0,0,1,0
1549,0,0,0,0,1,0
1550,1,0,0,0,1,0
1551,0,0,0,0,1,0
1552,0,0,0,0,1,0
1553,1,0,1,1,0,1
1554,0,0,0,0,1,0
1555,0,0,1,1,0,1
1556,0,0,1,1,0,1
1557,1,0,0,0,1,0
1558,1,0,1,1,0,1
1559,0,0,0,0,1,0
1560,0,0,1,1,0,1
1561,0,-1,1,1,0,1
1562,0,0,0,0,1,0
1563,0,0,0,0,1,0
1564,1,1,1,1,0,1
1565,1,0,1,1,0,0
1566,0,-1,1,1,0,1
1567,0,0,0,0,1,0
1568,1,-1,1,1,0,1
1569,0,0,0,0,1,0
1570,0,0,0,0,1,0
1571,0,0,0,0,1,0
1572,0,0,0,0,1,0
1573,1,0,0,0,1,0
1574,1,0,0,0,1,0
1575,0,0,0,0,1,0
1576,0,0,0,0,1,0
1577,0,0,0,0,1,0
1578,0,0,0,0,1,0
1579,0,0,0,0,1,0
1580,1,-1,1,1,0,1
1581,0,0,0,0,1,0
1582,0,0,0,0,1,0
1583,0,0,0,0,1,0
1584,0,0,0,0,1,0
1585,0,0,0,0,1,0
1586,0,0,0,0,1,0
1587,0,0,1,1,0,1
1588,0,0,0,0,1,0
1589,0,0,0,0,1,0
1590,1,0,0,0,1,0
1591,1,0,0,0,1,0
1592,0,0,0,0,1,0
1593,0,0,1,1,0,1
1594,0,0,0,0,1,0
1595,1,0,1,1,0,1
1596,0,0,0,0,1,0
1597,0,0,0,0,1,0
1598,0,0,0,0,1,0
1599,0,0,1,1,0,1
1600,0,0,1,1,0,1
1601,0,0,0,0,1,0
1602,1,-1,1,1,0,1
1603,1,0,1,1,0,1
1604,0,0,0,0,1,0
1605,0,0,1,1,0,1
1606,0,0,0,0,1,1
1607,1,0,1,1,0,1
1608,0,0,0,0,1,0
1609,0,0,1,1,0,1
1610,0,0,0,0,1,0
1611,0,0,0,0,1,0
1612,0,0,0,0,1,0
1613,0,0,0,0,1,0
1614,0,0,0,0,1,0
1615,1,0,0,0,1,0
1616,1,0,0,0,1,0
1617,0,0,0,0,1,0
1618,0,0,1,1,0,1
1619,0,0,0,0,1,0
1620,0,0,0,0,1,0
1621,0,0,1,1,0,1
1622,0,0,1,1,0,1
1623,0,0,0,0,1,0
1624,0,0,1,1,0,1
1625,0,0,1,1,0,1
1626,0,0,1,1,0,1
1627,1,0,0,0,1,0
1628,1,0,0,1,1,0
1629,1,0,1,1,0,1
1630,0,0,1,1,0,1
1631,1,0,0,0,1,0
1632,0,0,0,0,1,0
1633,0,0,1,1,0,1
1634,0,0,0,0,1,0
1635,0,0,0,0,1,0
1636,0,0,1,1,0,1
1637,0,0,0,0,1,0
1638,1,0,0,0,1,0
1639,0,0,0,0,1,0
1640,1,0,0,0,1,0
1641,0,0,1,1,0,1
1642,1,0,1,1,0,1
1643,0,0,0,0,1,0
1644,1,0,1,1,0,1
1645,1,0,0,0,1,0
1646,1,0,0,0,1,0
1647,0,0,0,0,1,0
1648,1,0,0,0,1,0
1649,0,0,0,0,1,0
1650,0,0,0,0,1,0
1651,0,0,1,1,0,1
1652,0,0,1,0,1,1
1653,0,-1,1,1,0,1
1654,0,-1,1,1,0,1
1655,0,0,0,0,1,0
1656,0,0,0,0,1,0
1657,0,0,0,0,1,0
1658,0,0,0,0,1,0
1659,0,0,1,1,0,1
1660,0,0,0,0,1,0
1661,0,0,1,1,0,1
1662,0,0,0,0,1,0
1663,0,0,0,0,1,0
1664,1,0,0,0,1,0
1665,1,0,1,1,0,1
1666,1,-1,1,1,0,1
1667,1,0,0,0,1,0
1668,0,0,0,0,1,0
1669,0,0,1,1,0,1
1670,0,0,1,1,0,0
1671,1,0,1,1,0,1
1672,0,0,0,0,1,0
1673,0,0,1,1,0,1
1674,0,0,0,0,1,0
1675,0,0,1,1,0,1
1676,0,0,0,0,1,0
1677,0,0,0,0,1,0
1678,0,0,1,1,0,1
1679,0,0,0,0,1,0
1680,1,0,1,1,0,1
1681,0,0,0,0,1,0
1682,0,0,1,1,0,1
1683,0,0,0,0,1,0
1684,0,0,0,0,1,0
1685,0,0,0,0,1,0
1686,1,0,0,0,1,0
1687,0,0,0,0,0,0
1688,0,0,0,0,1,0
1689,0,0,0,0,1,0
1690,0,0,0,0,1,0
1691,0,0,0,0,1,0
1692,0,0,0,0,1,0
1693,0,0,0,0,1,0
1694,0,0,1,1,0,1
1695,0,0,1,1,0,1
1696,1,0,1,1,0,1
1697,1,0,0,0,1,0
1698,0,0,1,1,0,1
1699,0,0,1,1,0,1
1700,0,0,1,1,0,1
1701,0,0,0,0,1,0
1702,1,-1,1,1,0,1
1703,1,0,0,0,1,0
1704,0,0,0,0,1,0
1705,0,0,0,0,1,0
1706,0,0,0,0,1,0
1707,0,0,1,1,0,1
1708,1,0,0,0,1,0
1709,0,0,1,1,0,1
1710,0,0,0,0,1,0
1711,0,0,1,1,0,1
1712,0,0,0,0,1,0
1713,0,0,0,0,1,0
1714,1,0,0,0,1,0
1715,0,0,1,1,0,1
1716,0,0,1,1,0,1
1717,0,0,0,0,1,1
1718,0,0,0,0,1,0
1719,0,0,1,1,0,1
1720,0,0,0,0,1,0
1721,0,0,1,1,0,1
1722,0,0,0,0,1,0
1723,0,0,1,1,0,1
1724,0,0,1,1,0,1
1725,1,0,0,0,1,0
1726,0,0,0,0,1,0
1727,0,0,0,0,1,0
1728,0,0,1,1,0,1
1729,0,0,0,0,1,0
1730,1,0,0,0,1,0
1731,0,0,0,0,1,0
1732,0,0,1,1,0,1
1733,0,0,0,0,1,0
1734,1,0,0,0,1,0
1735,0,0,0,0,1,0
1736,0,0,0,0,1,0
1737,0,0,1,1,0,1
1738,1,0,1,1,0,1
1739,0,0,0,0,1,0
1740,1,0,0,0,1,0
1741,0,0,0,0,1,0
1742,0,0,1,1,0,1
1743,0,0,1,1,0,1
1744,0,0,0,0,1,0
1745,0,0,0,0,1,0
1746,0,0,0,0,1,0
1747,1,0,0,0,1,0
1748,0,0,0,0,1,0
1749,1,0,0,0,1,0
1750,1,0,0,0,1,0
1751,1,0,1,1,0,1
1752,0,0,0,0,1,0
1753,0,0,0,0,1,0
1754,0,-1,1,1,0,1
1755,1,0,0,0,1,0
1756,0,0,1,1,0,1
1757,1,0,0,0,1,0
1758,0,0,0,0,1,0
1759,0,0,1,1,0,1
1760,0,0,0,0,1,0
1761,0,0,0,0,1,0
1762,1,0,0,0,1,0
1763,1,0,1,1,0,1
1764,0,0,1,1,0,1
1765,0,0,1,1,0,1
1766,0,0,0,0,1,0
1767,1,0,0,0,1,0
1768,0,0,0,0,1,0
1769,0,0,0,0,1,0
1770,1,0,1,0,1,1
1771,0,0,0,0,1,0
1772,0,0,0,0,1,0
1773,0,0,1,1,0,1
1774,0,0,0,0,1,0
1775,1,0,0,0,1,0
1776,0,0,0,0,1,0
1777,0,0,0,0,1,0
1778,1,0,0,0,1,0
1779,1,0,1,1,0,1
1780,0,0,0,0,1,0
1781,0,0,0,0,1,0
1782,0,0,1,1,0,1
1783,0,0,0,0,1,0
1784,0,0,0,0,1,0
1785,0,0,0,0,1,0
1786,1,0,0,0,1,0
1787,0,0,1,1,0,1
1788,0,0,0,0,1,0
1789,0,0,0,0,1,0
1790,0,0,0,0,1,0
1791,0,0,0,0,1,0
1792,0,0,0,0,1,0
1793,0,0,0,0,1,0
1794,0,-1,1,1,0,1
1795,0,0,0,0,1,0
1796,1,0,0,0,1,0
1797,0,0,0,0,1,0
1798,0,0,1,1,0,1
1799,1,0,0,0,1,0
1800,0,0,0,0,1,0
1801,0,0,0,0,1,0
1802,0,0,0,0,1,0
1803,0,0,0,0,1,0
1804,0,0,1,1,0,1
1805,0,0,1,1,0,1
1806,1,0,1,1,0,1
1807,0,0,0,0,1,0
1808,0,0,1,1,0,1
1809,0,0,0,0,1,0
1810,0,0,0,0,1,0
1811,0,0,1,1,0,1
1812,0,0,1,1,0,1
1813,0,0,0,0,1,0
1814,0,0,0,0,1,0
1815,0,0,0,0,1,0
1816,1,0,0,0,1,0
1817,0,0,0,0,1,0
1818,0,0,0,0,1,0
1819,0,0,1,1,0,1
1820,0,0,1,1,0,1
1821,1,0,0,0,1,0
1822,0,0,0,0,1,0
1823,0,-1,1,1,0,1
1824,1,0,0,0,1,0
1825,0,0,0,0,1,0
1826,1,0,1,1,0,1
1827,0,0,1,1,0,1
1828,1,0,1,1,0,1
1829,0,0,0,0,1,0
1830,0,0,1,1,0,1
1831,0,0,0,0,1,0
1832,1,0,0,0,1,0
1833,1,0,0,0,1,0
1834,0,0,0,0,1,0
1835,0,0,0,0,1,0
1836,1,0,0,0,1,0
1837,0,-1,1,1,0,1
1838,0,0,0,1,0,1
1839,1,0,0,0,1,0
1840,0,0,0,0,1,0
1841,0,0,0,0,1,0
1842,0,0,0,0,1,0
1843,0,0,0,0,1,0
1844,0,0,1,1,0,1
1845,1,0,0,0,1,0
1846,0,0,1,1,0,1
1847,1,0,0,0,1,0
1848,0,0,0,0,1,0
1849,0,0,0,0,1,0
1850,0,0,0,0,1,0
1851,0,0,0,0,1,0
1852,1,0,1,1,0,1
1853,1,0,0,0,1,0
1854,0,0,0,0,1,0
1855,0,0,1,1,0,1
1856,0,0,0,0,1,0
1857,0,0,1,1,0,1
1858,0,0,1,1,0,1
1859,0,0,1,1,0,1
1860,0,0,0,0,1,0
1861,1,0,1,1,0,1
1862,0,0,0,0,1,0
1863,0,0,1,1,0,1
1864,0,0,0,0,1,0
1865,0,0,0,0,1,0
1866,0,0,0,0,1,0
1867,0,0,0,0,1,0
1868,0,0,0,0,1,0
1869,1,0,1,1,0,1
1870,0,-1,1,1,0,1
1871,0,0,0,0,1,0
1872,1,0,0,0,1,0
1873,0,0,0,0,1,0
1874,0,0,0,0,1,0
1875,1,0,1,1,0,1
1876,0,0,0,0,1,0
1877,0,0,0,0,1,0
1878,0,0,0,0,1,0
1879,0,0,0,0,1,0
1880,1,0,0,0,1,0
1881,0,0,0,0,1,0
1882,0,0,0,0,1,0
1883,0,0,0,0,1,0
1884,1,0,1,1,0,1
1885,0,0,0,0,1,0
1886,0,0,0,0,1,0
1887,0,0,0,0,1,0
1888,1,0,0,0,1,0
1889,0,0,0,0,1,0
1890,0,0,0,0,1,0
1891,0,0,0,0,1,0
1892,0,0,0,0,1,0
1893,0,0,0,0,1,0
1894,0,0,0,0,1,0
1895,0,0,0,0,1,0
1896,0,0,1,1,0,1
1897,0,0,0,0,1,0
1898,0,0,1,1,0,1
1899,0,0,1,1,0,1
1900,0,0,0,0,1,0
1901,0,0,0,0,1,0
1902,0,0,0,0,1,0
1903,0,0,1,1,0,1
1904,0,-1,1,1,0,1
1905,0,0,0,0,1,0
1906,1,0,0,0,1,0
