,race,age,fnlwgt,education_num,capital_gain,hours_per_week,GroundTruth,GroundTruth_DB,FairDEN2,FairSC_normalized2,FairSC2,FairDEN3,FairSC_normalized3,FairSC3,FairDEN4,FairSC_normalized4,FairSC4,FairDEN5,FairSC_normalized5,FairSC5,FairDEN6,FairSC_normalized6,FairSC6,FairDEN7,FairSC_normalized7,FairSC7,FairDEN8,FairSC_normalized8,FairSC8,FairDEN9,FairSC_normalized9,FairSC9,FairDEN10,FairSC_normalized10,FairSC10
15878,4,27,289484,10,0,40,0,0,0,0,0,0,0,2,1,3,0,2,3,0,1,2,2,0,3,5,6,0,0,1,2,6,4,8,0
4,2,28,338409,13,0,40,0,0,0,0,1,1,1,1,0,1,1,1,0,3,5,3,4,4,0,5,5,5,5,8,4,1,0,4,1
2385,4,56,211804,13,15024,50,1,0,1,1,1,2,2,0,3,2,1,0,4,3,3,3,4,3,0,2,3,5,5,5,4,8,2,4,1
42362,2,30,318912,13,0,55,0,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,1,0,5,7,5,5,6,4,1,3,4,1
18862,4,50,153064,9,5178,40,1,0,1,1,1,1,1,1,0,1,1,4,2,3,2,3,4,1,0,1,7,6,5,6,8,1,9,3,7
3494,2,21,182606,10,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1
5739,4,41,202168,10,0,60,1,0,0,1,1,0,1,1,1,1,1,1,0,3,5,0,0,4,4,5,0,1,3,4,6,7,5,1,6
39397,4,32,65942,9,0,56,0,0,0,1,1,1,1,1,0,1,1,1,0,3,2,0,0,1,4,3,5,1,3,8,6,7,9,1,6
3899,4,22,131230,10,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,1,4,0,0,1,0,6,7,7,1,0,0,4,5,2
37154,4,54,351760,10,0,35,0,0,0,0,1,1,1,1,0,1,0,1,3,0,5,2,2,4,3,5,5,0,0,8,2,6,0,9,0
41799,4,37,185068,13,0,20,0,0,1,0,1,1,0,0,3,0,0,0,4,1,3,5,3,5,5,2,1,5,2,2,4,2,8,4,1
27362,4,34,29254,10,0,70,0,0,1,1,1,1,1,1,0,1,1,4,0,3,2,0,0,5,4,5,7,1,3,2,6,7,3,1,6
13099,4,51,548361,13,0,26,0,0,1,0,1,2,0,0,2,3,0,3,3,0,4,2,2,2,3,5,4,0,0,7,2,6,6,9,0
46183,4,29,234972,10,0,50,1,0,0,0,0,0,1,1,1,1,1,1,0,0,5,0,0,4,0,5,0,1,3,4,6,7,0,1,6
23141,4,41,252986,10,0,48,1,0,0,0,1,0,1,1,1,1,1,1,0,0,5,2,2,4,0,5,0,0,0,4,2,6,5,4,0
28382,2,38,506830,10,0,40,0,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,5,0,5,1,5,5,2,4,1,3,4,1
40324,4,27,164725,9,3464,35,0,0,0,0,0,1,1,2,0,1,3,1,1,4,2,4,1,1,1,3,5,7,4,8,0,0,9,8,1
14764,4,22,105043,10,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,1,4,0,0,1,3,6,7,7,1,0,0,4,5,2
18627,2,30,293512,11,0,40,0,0,0,0,1,0,1,1,1,1,1,1,0,3,5,3,4,4,0,5,0,5,5,4,4,1,5,4,1
10241,4,38,179579,9,0,40,0,0,0,0,0,0,1,1,1,1,1,2,0,4,0,4,1,6,1,6,2,7,6,3,0,4,1,8,8
6132,4,59,197290,5,0,40,0,0,1,0,1,1,1,1,0,1,1,4,2,3,2,3,4,1,4,1,7,4,5,6,1,1,3,0,5
5604,4,47,176319,9,0,38,1,0,0,0,1,0,1,1,1,1,1,2,2,3,0,3,4,6,6,1,2,6,5,3,8,1,1,3,7
46629,4,51,163606,10,0,40,0,0,0,1,1,0,1,1,1,1,1,2,2,3,1,3,4,0,6,1,6,6,5,1,8,1,4,3,7
9354,2,39,358837,10,0,40,0,0,0,0,1,0,1,1,1,1,1,1,0,3,5,3,4,4,0,5,0,5,5,4,4,1,5,4,1
8557,4,41,209547,9,0,40,0,0,0,0,0,0,1,1,1,1,1,2,0,3,0,3,1,6,6,6,2,6,6,3,8,4,1,3,8
45555,4,35,95653,9,0,56,0,0,0,1,1,1,1,1,0,1,1,1,0,3,5,0,0,4,4,5,5,1,3,8,6,7,0,1,6
4039,4,39,99065,13,0,40,1,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,4,2,1
469,4,30,118551,13,0,16,1,0,1,0,1,1,0,2,3,0,0,0,1,2,3,1,5,3,2,4,1,3,1,2,3,2,8,6,3
47609,4,26,33016,11,0,55,0,0,1,1,1,1,1,1,0,1,1,4,0,3,2,0,0,5,0,3,1,1,3,2,6,7,3,1,6
21570,2,25,324609,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1
9061,4,56,139616,13,0,45,1,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,4,1
26856,2,60,153356,9,2597,55,0,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,1,0,5,7,5,5,6,4,1,3,4,1
28594,4,20,142233,9,0,35,0,0,0,0,0,0,0,2,1,0,3,2,1,4,1,4,5,0,1,0,6,7,4,1,0,5,5,8,9
30732,3,24,136687,9,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,0,4,0,6,1,5,2,7,5,3,0,1,1,5,2
31635,4,40,107762,13,0,45,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,5,2,1
15951,4,50,166220,12,3942,40,0,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,1,0,2,7,5,2,6,4,8,9,4,1
23421,4,21,180052,10,0,30,0,0,0,0,0,0,0,2,1,0,0,1,1,2,5,1,5,4,2,4,0,3,1,4,3,2,5,6,3
9060,4,67,247566,9,0,24,0,0,1,0,1,1,1,1,0,0,1,4,2,3,2,3,4,1,6,1,7,6,5,6,5,1,3,7,1
7442,4,39,272950,13,0,45,1,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,2,1
44216,4,36,116546,9,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,0,4,0,6,1,3,2,7,7,3,0,0,1,5,2
13152,4,55,105582,9,3103,40,1,0,0,1,1,0,1,1,1,1,1,1,2,3,5,3,4,4,6,1,0,6,5,4,8,1,0,3,7
4248,4,43,243476,9,0,40,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,3,1,6,6,6,2,6,6,3,8,4,1,3,8
11757,4,36,279615,13,0,40,0,0,0,1,1,0,2,0,1,3,2,1,3,1,5,5,3,4,5,2,0,2,2,4,7,6,5,2,0
36548,4,25,150312,9,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,1,4,0,0,1,3,6,7,7,1,0,0,4,5,2
4969,4,29,77760,9,0,45,0,0,0,0,0,0,1,1,1,1,3,1,0,4,5,4,0,4,1,3,0,7,7,4,0,0,5,5,2
8358,4,43,163847,13,0,50,1,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,2,1
12483,2,48,167967,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,0,3,4,6,0,5,2,5,5,3,4,1,1,4,1
4107,4,25,186294,9,0,50,0,0,0,0,0,0,1,1,1,1,1,1,0,4,5,0,0,4,0,5,0,1,3,4,6,7,5,1,6
21194,4,23,27776,9,0,40,0,0,0,0,0,0,1,1,1,1,3,2,1,4,1,4,0,0,1,3,6,7,7,1,0,0,4,5,2
39526,4,57,122562,6,0,60,1,0,1,0,1,1,1,1,3,1,1,0,2,3,3,0,4,3,4,5,3,4,5,5,1,1,2,0,5
40476,2,53,201062,9,0,2,0,0,1,0,1,2,1,1,2,1,1,3,0,3,3,3,4,3,0,5,3,5,5,0,4,1,6,4,1
40191,2,40,41888,10,0,70,1,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,5,0,5,1,5,5,2,4,1,8,4,1
28062,2,47,264244,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1
41802,4,51,421132,10,0,40,0,0,0,0,1,1,0,1,0,3,0,4,3,0,2,2,2,1,3,5,7,0,0,6,2,6,9,9,0
19538,4,22,615367,13,0,60,0,0,1,0,1,2,0,0,2,3,0,3,3,0,4,2,2,2,3,5,4,0,0,7,2,6,7,9,0
23943,4,49,334787,9,0,40,0,0,0,0,1,0,1,1,1,1,0,2,3,0,1,2,2,0,3,5,6,0,0,1,2,6,5,9,0
37527,4,28,68393,9,0,46,0,0,0,0,0,0,1,1,1,1,3,1,0,4,5,4,0,4,1,3,0,7,7,4,0,0,5,5,2
13659,4,50,114056,11,0,84,0,0,1,1,1,2,1,1,3,1,1,0,0,3,3,0,0,3,4,5,3,1,3,5,6,7,2,1,6
30097,4,35,216256,11,0,60,0,0,0,1,1,1,1,1,0,1,1,1,0,3,5,0,0,4,4,5,5,1,3,8,6,7,9,1,6
40524,1,50,85815,11,0,38,1,0,0,0,1,1,1,1,0,1,1,1,0,3,5,3,4,4,0,5,5,5,5,4,4,1,0,4,1
48100,4,34,356882,9,0,40,0,0,0,0,0,0,0,2,1,3,0,1,3,0,5,2,2,4,3,5,0,0,0,4,2,6,5,9,0
38835,4,56,94156,9,0,50,0,0,0,1,1,1,1,1,0,1,1,1,0,3,5,0,4,4,4,1,5,1,5,8,8,1,0,3,7
45595,4,38,139364,13,15024,35,1,0,1,1,1,1,2,0,3,2,2,0,4,1,3,3,3,3,0,2,3,5,2,5,4,8,2,4,1
7439,4,31,185528,10,0,35,0,0,0,0,0,0,1,2,1,1,3,2,1,4,1,4,1,0,1,6,6,7,6,1,0,4,5,8,8
14304,4,29,134331,6,0,40,0,0,0,0,0,1,1,1,0,1,1,1,2,3,2,3,0,1,4,5,5,4,5,8,1,1,9,0,5
16742,4,29,211482,13,0,50,1,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4
42228,4,19,208066,10,0,20,0,0,0,0,0,0,0,2,1,0,0,2,1,2,1,1,5,0,2,4,6,3,1,1,3,2,5,6,3
37293,2,19,171868,9,0,20,0,0,0,0,1,0,1,1,1,1,1,1,0,3,5,3,4,4,0,5,0,5,5,4,4,1,5,4,1
9769,4,32,157887,9,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,0,4,1,6,1,6,2,7,6,3,0,4,1,8,8
45627,4,35,187693,12,0,80,1,0,1,1,1,1,1,1,3,1,1,0,0,3,3,0,0,3,4,5,3,1,3,5,6,7,2,1,6
44868,4,47,101825,9,0,40,1,0,0,0,1,0,1,1,1,1,1,2,2,3,0,3,4,6,6,1,2,6,5,3,8,1,1,3,7
37215,4,41,397346,10,0,50,0,0,1,0,1,1,0,2,0,3,0,4,3,0,2,2,2,1,3,5,7,0,0,6,2,6,9,9,0
32472,4,22,315476,7,0,40,0,0,1,0,0,1,0,2,0,3,0,4,3,0,2,2,2,1,3,5,7,0,0,6,2,6,3,9,0
36714,4,32,377017,13,0,32,0,0,1,0,1,1,0,0,0,3,0,4,3,0,2,2,2,1,3,5,7,0,0,6,2,6,3,9,0
21908,4,35,38294,9,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,1,4,0,0,1,3,6,7,7,1,0,0,4,5,2
37993,4,57,113090,9,0,40,1,0,0,1,1,0,1,1,1,1,1,2,2,3,0,3,4,6,6,1,2,6,5,3,8,1,1,3,7
26222,4,23,216472,10,0,20,0,0,0,0,0,0,0,2,1,0,0,2,1,2,1,1,5,0,2,4,6,3,1,1,3,2,5,6,3
10565,4,20,140001,10,0,40,0,0,0,0,0,0,0,2,1,1,3,2,1,4,1,4,0,0,1,0,6,7,4,1,0,5,4,5,9
6804,4,47,321851,13,0,50,1,0,1,1,1,1,2,0,0,2,2,4,3,1,2,5,2,1,5,5,7,0,2,6,2,8,3,9,1
32102,4,33,318921,9,0,35,0,0,0,0,0,0,0,2,1,3,0,1,3,0,5,2,2,4,3,5,0,0,0,4,2,6,5,9,0
21680,4,30,104052,9,0,42,0,0,0,0,0,0,1,1,1,1,3,2,1,4,0,4,0,6,1,3,2,7,7,3,0,0,1,5,2
4816,4,56,191917,12,4101,40,0,0,1,1,1,1,2,0,0,2,1,4,4,3,2,5,4,1,0,2,7,5,5,6,4,8,3,4,1
27417,4,59,145574,12,0,35,1,0,0,1,1,1,2,0,0,2,1,1,4,3,2,5,4,1,5,2,5,5,2,8,4,8,9,4,1
20267,2,51,384248,10,0,50,0,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,1,0,5,7,5,5,6,4,1,3,4,1
27537,4,19,72355,10,0,20,0,0,0,0,0,0,0,2,0,0,0,1,1,2,5,1,5,4,2,4,5,3,1,4,3,2,0,6,3
3539,4,36,165799,14,0,50,1,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,2,1
44576,4,42,209547,10,5178,40,1,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,1,0,6,7,6,6,6,8,4,3,3,8
41683,4,26,213383,9,0,40,0,0,0,0,0,0,0,2,1,3,3,2,1,4,0,4,1,6,1,0,2,7,4,3,0,5,1,8,9
24444,4,24,127647,10,0,35,0,0,0,0,0,0,0,2,1,0,3,2,1,4,1,4,0,0,1,3,6,7,7,1,0,0,4,5,2
37651,4,49,205694,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,2,3,0,3,4,6,6,1,2,6,5,3,8,1,1,3,7
28536,4,55,41108,10,0,62,1,0,1,1,1,1,1,1,0,1,1,4,0,3,2,0,0,1,4,5,7,1,3,6,6,7,3,1,6
26637,4,36,110791,12,0,40,0,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,2,1
44686,4,58,194733,10,0,45,0,0,0,1,1,0,1,1,1,1,1,1,2,3,5,3,4,4,6,1,0,6,5,4,8,1,0,3,7
37363,4,47,105495,10,0,50,1,0,0,1,1,0,1,1,1,1,1,1,0,3,5,0,0,4,0,5,0,1,3,4,8,7,0,3,6
9314,4,40,84232,9,0,4,0,0,1,0,0,1,0,2,3,0,0,0,1,2,3,1,5,3,2,4,3,3,1,5,3,2,2,6,3
2528,4,47,102359,13,0,30,0,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,1,5,2,7,2,2,6,7,8,3,2,1
37263,4,41,37618,12,0,60,1,0,1,1,1,1,2,0,0,1,2,4,0,1,2,0,0,5,5,5,1,1,3,2,6,7,8,1,6
24163,4,31,202450,9,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,0,4,1,6,1,6,2,7,6,3,0,4,1,8,8
28619,4,38,414791,13,0,42,1,0,0,0,1,1,0,0,0,3,0,1,3,0,2,2,2,1,3,5,5,0,0,8,2,6,9,9,0
6916,1,24,104146,13,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1
47145,4,57,138777,13,0,45,1,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,4,1
45788,0,34,484911,9,0,40,0,0,0,0,1,1,1,1,0,1,1,1,0,3,2,3,4,1,0,5,5,5,5,8,4,1,9,4,1
6759,4,20,233624,9,0,40,0,0,0,0,0,0,0,2,1,3,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,5,4,8,9
17777,4,40,197012,13,8614,40,1,0,1,1,1,1,2,0,3,2,2,0,4,1,3,5,3,5,0,2,1,5,2,2,4,8,8,4,1
15506,2,33,281784,13,0,52,1,0,0,0,1,1,1,1,0,1,1,1,0,3,2,3,4,1,0,5,5,5,5,8,4,1,9,4,1
34927,2,46,272792,13,0,40,0,0,0,0,1,1,1,1,0,1,1,1,0,3,5,3,4,4,0,5,5,5,5,8,4,1,0,4,1
6748,4,41,48087,4,0,40,0,0,1,0,0,1,1,1,3,1,1,0,2,3,3,3,4,5,4,5,1,4,5,2,1,1,8,0,5
1232,4,27,175034,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4
41881,4,34,62327,13,0,40,0,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,2,1
3705,0,41,113555,10,7298,50,1,0,1,0,1,1,1,1,3,1,1,0,0,3,3,3,4,5,0,5,1,5,5,2,4,1,8,4,1
30397,4,51,24790,10,0,99,1,0,1,1,1,2,1,1,2,1,1,3,0,3,4,0,0,2,4,5,4,1,3,0,6,7,6,1,6
26831,4,32,169973,14,0,38,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,5,2,4
43079,4,56,191330,10,0,40,1,0,0,1,1,0,1,1,1,1,1,2,2,3,1,3,4,0,6,1,6,6,5,1,8,1,4,3,7
15610,4,38,40955,13,0,40,1,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,0,2,1
25466,4,34,123270,9,0,40,1,0,0,0,0,0,1,1,1,1,3,2,0,4,0,4,0,6,1,3,2,7,7,3,0,0,1,5,2
21634,3,33,142383,12,0,36,0,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,5,2,2,4,7,8,5,2,1
18679,4,22,100345,9,0,43,0,0,0,0,0,0,1,2,1,1,3,2,1,4,1,4,0,0,1,3,6,7,7,1,0,0,4,5,2
46187,4,43,297510,15,0,60,1,0,1,1,1,1,2,0,3,2,2,0,3,1,3,5,2,5,5,5,1,5,3,2,4,8,8,9,1
2372,4,74,340939,5,3471,40,0,0,1,0,1,2,1,1,2,1,1,3,2,3,3,3,4,3,4,1,3,4,5,0,1,1,6,0,5
9055,4,23,433669,12,0,40,0,0,1,0,1,1,0,2,0,3,0,4,3,0,2,2,2,5,3,5,7,0,0,2,2,6,3,9,0
9267,4,19,233779,10,0,60,0,0,1,1,1,1,1,1,0,1,1,4,0,3,2,0,0,5,4,5,1,1,3,2,6,7,3,1,6
44837,4,51,378126,9,0,40,0,0,0,0,1,0,0,1,1,1,0,1,3,0,5,2,2,4,3,5,0,0,0,4,2,6,5,9,0
7918,4,20,245297,10,0,20,0,0,0,0,0,0,0,2,1,0,0,2,1,2,1,1,5,0,2,4,6,3,1,1,3,2,5,6,3
41344,4,23,255252,10,0,20,0,0,0,0,0,0,0,2,1,0,0,2,1,2,1,1,5,0,2,4,6,3,1,1,3,2,5,6,3
28116,4,50,301583,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,2,0,1,3,2,0,6,5,6,6,0,1,2,6,5,3,0
38477,4,39,116546,10,0,50,1,0,0,1,1,0,1,1,1,1,1,1,0,3,5,0,0,4,0,3,0,1,3,4,6,7,5,1,6
7330,2,46,160061,10,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1
6204,4,84,155057,13,0,20,0,0,1,1,1,2,1,1,2,0,1,3,2,3,4,3,4,2,6,1,4,6,5,0,5,1,6,7,1
18184,4,50,191299,9,0,50,0,0,0,1,1,0,1,1,1,1,1,1,0,3,5,3,4,4,0,5,0,6,5,4,8,1,0,3,6
48274,4,66,190160,15,0,20,0,0,1,1,1,2,2,1,2,2,1,3,2,3,3,3,4,3,6,1,3,6,5,0,5,8,6,7,1
15917,4,57,32365,10,0,40,0,0,0,1,1,1,1,1,0,1,1,1,2,3,5,3,4,4,6,1,5,6,5,4,8,1,0,3,7
11048,4,48,237525,13,7688,65,1,0,1,1,1,2,2,0,2,2,2,0,4,1,3,5,3,3,0,5,3,5,2,0,4,8,6,4,1
13019,4,49,228372,10,0,20,1,0,1,0,1,1,1,1,0,0,1,4,2,3,2,3,4,1,6,1,7,6,5,6,5,1,3,4,1
7449,2,68,170182,10,0,40,0,0,0,0,1,1,1,1,0,1,1,1,0,3,5,3,4,4,0,5,5,5,5,8,4,1,0,4,1
36209,4,31,74501,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4
15181,4,20,104164,9,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,1,4,0,0,1,3,6,7,7,1,0,0,4,5,2
36733,4,22,106615,13,0,15,0,0,1,0,0,1,0,2,3,0,0,0,1,2,3,1,5,3,2,4,3,3,1,5,3,2,2,6,3
25472,4,60,205934,9,0,25,0,0,1,0,1,1,1,1,0,0,1,4,2,3,2,3,4,1,6,1,7,6,5,6,5,1,9,7,1
34981,4,61,313170,9,0,40,0,0,0,0,1,1,1,1,0,1,1,1,2,3,5,3,4,1,6,1,5,6,5,8,8,6,9,3,0
26072,4,52,273514,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,2,3,1,3,4,0,6,1,6,6,5,1,8,1,5,3,0
34792,4,52,188644,10,0,30,0,0,0,0,1,1,1,1,0,0,1,1,2,3,2,3,4,1,6,1,5,6,5,8,4,1,9,4,7
42069,1,19,98283,10,0,32,0,0,0,0,1,0,1,1,1,1,1,1,0,3,5,3,4,4,0,5,0,5,5,4,4,1,5,4,1
14335,4,58,215245,13,0,37,0,0,0,1,1,1,2,0,0,2,1,1,4,3,5,5,4,4,5,2,5,5,2,8,4,8,0,4,1
15056,4,29,53642,11,0,40,0,0,0,0,0,0,1,1,1,1,3,1,0,4,5,4,0,4,1,3,0,7,7,4,0,0,0,5,2
2729,4,21,286853,9,0,35,0,0,0,0,0,0,0,2,1,3,0,1,3,0,5,2,2,4,3,5,0,0,0,4,2,6,5,8,0
28837,4,45,185397,12,0,40,0,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,2,1
5711,4,37,170408,11,0,30,0,0,1,0,0,1,1,1,0,0,1,4,1,3,2,3,4,1,0,6,7,5,5,6,4,1,9,4,1
38108,4,45,201080,10,0,60,1,0,0,1,1,1,1,1,0,1,1,1,0,3,5,0,0,4,4,5,5,1,3,8,6,7,0,1,6
985,4,63,254907,11,0,20,0,0,1,0,1,1,1,1,3,0,1,0,2,3,3,3,4,5,6,1,1,6,5,2,5,1,8,7,1
3049,4,39,122742,12,15024,55,1,0,1,1,1,2,2,0,3,2,1,0,4,3,3,3,4,3,0,2,3,5,5,5,4,8,2,4,1
11433,4,49,278322,9,0,40,1,0,0,0,1,0,1,1,1,1,1,2,2,0,1,3,4,0,6,5,6,6,0,1,8,6,4,3,0
13041,4,25,250038,11,0,40,0,0,0,0,0,0,0,2,1,3,0,1,3,0,5,2,1,4,1,0,0,7,4,4,0,5,5,8,9
19663,4,32,337696,10,0,50,0,0,0,0,1,1,0,1,0,3,0,1,3,0,5,2,2,4,3,5,5,0,0,4,2,6,0,9,0
30184,4,28,144833,10,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,1,4,1,0,1,0,6,7,7,1,0,0,4,8,2
9536,4,32,324386,13,0,40,0,0,0,1,1,0,2,0,1,3,0,1,3,0,5,2,2,4,3,5,0,0,0,4,2,6,5,9,0
28058,4,34,190228,13,0,48,1,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,5,2,1
30089,4,18,115815,9,0,20,0,0,0,0,0,0,0,2,0,0,0,1,1,2,5,1,5,4,2,4,5,3,1,4,3,2,0,6,3
19706,4,31,147654,9,0,40,0,0,0,0,0,0,1,1,1,1,3,2,1,4,0,4,1,6,1,3,2,7,6,3,0,0,1,5,8
37872,4,22,230248,12,0,40,0,0,0,1,1,0,2,0,1,3,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,3,5,2,4
18397,4,30,109282,10,0,20,0,0,0,0,0,1,0,2,0,0,0,1,1,2,5,1,5,4,2,4,5,3,1,8,3,2,0,6,3
5676,4,41,163322,13,0,30,0,0,0,1,1,1,2,0,0,2,2,1,4,1,2,5,3,1,5,2,5,2,2,6,7,8,9,2,1
39727,4,33,232650,13,0,40,1,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4
24608,2,39,158956,10,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1
6113,4,56,87584,9,0,40,0,0,0,1,1,0,1,1,1,1,1,2,2,3,1,3,4,0,6,1,6,6,5,1,8,1,4,3,7
47696,4,23,223019,10,0,35,0,0,0,0,0,0,0,2,1,3,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,5,5,8,9
38485,4,26,379246,10,0,40,0,0,0,0,0,0,0,2,1,3,0,2,3,0,1,2,2,0,3,5,6,0,0,1,2,6,4,9,0
19570,4,51,334273,9,0,40,0,0,0,0,1,0,1,1,1,1,0,2,3,0,1,2,2,0,3,5,6,0,0,1,2,6,5,9,0
35655,4,54,139127,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,2,3,0,3,4,6,6,1,2,6,5,3,8,1,1,3,7
31636,4,17,214787,8,0,25,0,0,0,0,0,1,0,2,0,0,0,1,1,2,2,1,5,1,2,4,5,3,1,8,3,2,9,6,3
48058,4,22,191954,11,0,45,0,0,0,0,0,0,0,2,1,3,3,1,1,4,5,4,1,4,1,0,5,7,4,4,0,5,0,8,9
14894,4,21,277408,10,0,35,0,0,0,0,0,0,0,2,1,3,0,1,3,0,5,2,2,4,3,0,5,0,4,4,2,5,0,8,9
3308,4,39,352248,12,0,40,0,0,1,0,1,1,0,0,0,3,0,4,3,0,2,2,2,1,3,5,7,0,0,6,2,6,9,9,0
31051,4,53,127117,9,0,40,0,0,0,1,1,0,1,1,1,1,1,2,2,3,0,3,4,6,6,1,2,6,5,3,8,1,1,3,7
22681,4,25,109390,9,0,70,0,0,1,1,1,1,1,1,0,1,1,4,0,3,2,0,0,1,4,5,7,1,3,6,6,7,3,1,6
43268,4,29,51461,12,0,45,0,0,0,1,1,1,2,0,0,2,2,1,4,1,5,5,3,4,5,2,5,2,2,4,7,3,0,2,1
46052,4,29,108574,14,0,40,1,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,3,5,2,4
28319,4,34,258666,11,0,40,0,0,0,0,1,0,0,2,1,3,0,1,3,0,5,2,2,4,3,5,0,0,0,4,2,6,5,8,0
6810,4,32,319280,12,0,80,0,0,1,1,1,2,2,0,2,1,1,3,0,3,3,0,0,3,4,5,3,1,3,0,6,7,6,1,6
23730,4,77,83601,15,0,40,0,0,1,1,1,2,2,0,2,2,2,3,4,1,4,5,3,2,5,2,3,2,2,0,7,8,6,4,1
5553,1,27,292472,10,0,40,1,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1
2875,2,29,227890,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,0,3,4,6,0,5,2,5,5,3,4,1,1,4,1
42863,4,55,199212,10,5178,40,1,0,1,1,1,1,1,1,0,1,1,4,2,3,2,3,4,1,6,1,7,6,5,6,8,1,3,3,7
8904,4,45,201699,11,0,40,1,0,0,1,1,0,1,1,1,1,1,2,0,3,1,3,4,0,6,6,6,6,6,1,8,4,4,3,1
24452,4,46,121124,13,15024,40,1,0,1,1,1,1,2,0,3,2,1,0,4,3,3,3,4,3,0,2,3,5,5,5,4,8,2,4,1
15679,2,33,615893,14,0,40,0,0,1,0,1,2,0,1,2,3,1,3,3,3,4,2,2,2,3,5,4,0,5,0,2,6,6,9,1
