,gender,age,fnlwgt,education_num,capital_gain,hours_per_week,GroundTruth,GroundTruth_DB,Scalable2,FairDEN2,FairSC_normalized2,FairSC2,Fairlet_MCF Fairlet2,Scalable3,FairDEN3,FairSC_normalized3,FairSC3,Fairlet_MCF Fairlet3,Scalable4,FairDEN4,FairSC_normalized4,FairSC4,Fairlet_MCF Fairlet4,Scalable5,FairDEN5,FairSC_normalized5,FairSC5,Fairlet_MCF Fairlet5,Scalable6,FairDEN6,FairSC_normalized6,FairSC6,Fairlet_MCF Fairlet6,Scalable7,FairDEN7,FairSC_normalized7,FairSC7,Fairlet_MCF Fairlet7,Scalable8,FairDEN8,FairSC_normalized8,FairSC8,Fairlet_MCF Fairlet8,Scalable9,FairDEN9,FairSC_normalized9,FairSC9,Fairlet_MCF Fairlet9,Scalable10,FairDEN10,FairSC_normalized10,FairSC10,Fairlet_MCF Fairlet10
20506,0,23,189924,10,0,40,0,-1,1,0,0,1,0,0,1,2,1,2,2,0,0,2,2,2,2,1,1,0,2,4,4,4,0,3,1,6,2,3,3,1,3,7,6,7,8,3,7,2,8,7,8,1,0
32673,1,32,224462,9,0,84,1,-1,1,1,1,0,0,0,0,1,1,2,2,3,1,0,2,3,3,1,3,0,3,0,3,1,0,1,5,0,2,3,2,2,2,0,6,6,1,1,6,2,0,5,1,7,0
25002,1,35,78247,11,0,50,0,-1,0,0,0,1,0,1,0,2,1,2,1,1,1,0,2,0,1,1,4,0,2,5,3,3,0,1,6,0,2,3,6,5,2,0,6,6,2,8,6,2,0,9,3,7,0
36986,1,20,217467,9,0,40,0,-1,1,0,0,1,0,0,1,0,2,2,2,0,2,1,2,2,2,2,2,0,2,4,2,0,0,5,1,5,1,3,3,3,0,3,6,7,8,8,4,2,8,7,3,8,0
3396,1,47,55377,9,0,40,0,-1,1,0,0,1,0,1,1,2,1,2,1,0,1,0,2,0,2,1,3,0,0,1,3,4,0,4,0,4,0,3,1,1,4,2,6,5,0,2,5,2,9,2,3,5,6
12496,1,60,191446,9,99999,40,1,-1,1,1,1,0,0,2,2,2,1,2,0,-1,0,0,2,4,-1,4,3,0,0,-1,4,1,0,4,-1,4,2,3,1,-1,7,0,6,5,-1,3,1,2,1,-1,4,3,0
5733,0,42,196001,9,0,40,0,-1,1,0,0,1,0,1,1,2,1,2,1,0,0,0,2,4,2,4,3,0,2,4,4,4,0,6,1,4,3,3,2,3,7,4,6,0,4,7,1,2,0,0,9,0,0
41286,0,40,197609,10,0,40,0,-1,1,0,0,1,0,1,1,2,1,2,2,0,0,0,2,4,2,4,3,0,2,4,4,4,0,6,1,4,3,3,2,1,7,4,6,0,8,3,1,2,0,7,4,3,0
21345,1,53,155983,14,0,65,1,-1,0,1,1,0,0,2,0,1,0,2,0,3,3,3,2,3,3,0,0,0,4,0,1,5,0,2,5,3,5,3,7,2,1,1,6,6,7,1,6,2,5,5,1,7,6
24479,1,17,202521,6,0,15,0,-1,1,0,0,1,0,0,0,0,2,2,3,1,2,1,2,2,1,2,2,0,1,5,2,0,0,3,6,5,1,3,4,0,0,3,6,3,2,0,8,2,2,9,5,4,0
8279,0,24,41356,10,0,40,0,-1,0,0,0,1,0,1,1,2,1,2,1,0,0,0,2,0,1,1,3,0,2,5,4,4,1,3,0,4,3,3,6,5,7,7,6,3,5,3,7,2,7,1,8,1,6
29153,0,43,143046,9,0,40,0,-1,1,0,0,1,0,1,1,2,1,2,1,0,0,0,2,0,2,4,3,0,2,4,4,4,0,6,1,4,3,3,1,1,7,4,6,0,8,7,1,2,9,7,9,0,0
12287,0,38,103925,9,2036,20,0,-1,1,1,0,1,0,1,0,2,1,2,3,1,0,2,2,0,4,1,3,0,1,2,0,4,0,3,2,4,2,3,6,0,7,4,6,3,7,4,1,2,2,3,7,0,0
35633,1,20,174436,9,0,60,0,-1,1,1,0,1,0,0,0,2,1,2,2,1,1,0,2,2,4,1,3,0,3,2,3,1,0,1,2,0,2,3,2,0,2,0,6,6,2,1,6,8,0,9,1,7,6
14314,1,23,175266,10,0,40,0,-1,1,0,0,1,0,0,1,0,2,2,2,0,2,1,2,2,2,2,4,0,2,4,2,3,0,3,1,5,1,3,3,1,0,3,6,7,8,8,4,2,8,7,3,8,0
6985,1,18,125441,7,1055,20,0,-1,1,0,0,1,0,0,0,0,2,2,3,1,2,1,2,2,1,2,2,0,1,5,2,0,0,3,6,5,1,3,4,5,0,3,6,3,2,0,8,2,2,9,5,4,6
45258,0,31,328734,14,0,30,0,-1,0,1,0,1,0,0,0,2,1,2,2,1,0,0,2,1,4,4,3,4,5,2,4,1,0,0,5,6,6,2,0,7,5,6,7,4,7,5,3,5,3,3,6,9,0
45114,0,57,207604,4,0,40,0,-1,1,1,0,1,0,2,0,2,1,2,0,1,1,0,2,4,4,1,3,0,3,2,0,4,4,6,2,4,3,3,5,0,7,4,6,5,2,7,1,2,6,9,9,0,8
43624,0,74,159138,9,0,12,0,-1,1,1,0,1,0,2,0,2,1,2,0,1,0,0,3,1,4,1,3,3,0,2,4,4,5,4,2,4,3,6,1,7,7,4,5,5,7,7,1,7,1,3,9,0,9
23826,1,29,137063,9,0,38,0,-1,1,0,0,1,0,1,1,0,2,2,1,0,2,1,2,2,2,2,4,0,2,4,2,3,0,3,1,5,1,3,6,1,0,3,6,3,8,8,8,2,7,7,3,4,0
46394,1,44,259674,14,5178,60,1,-1,0,1,1,0,0,2,0,1,0,2,2,3,3,3,2,3,3,0,0,0,4,0,4,5,0,2,4,3,2,3,7,2,7,0,6,6,1,3,1,2,5,5,4,3,0
476,1,17,211870,5,0,6,0,-1,1,1,0,1,0,0,0,0,2,2,3,1,2,1,3,2,3,2,2,3,1,2,2,0,4,5,5,5,1,4,4,2,0,3,3,3,7,0,8,2,2,3,5,4,8
6648,1,46,276087,9,5013,50,0,-1,1,1,1,1,0,2,0,2,1,2,2,3,0,0,2,4,3,4,3,4,5,0,4,1,0,6,5,4,2,2,0,2,7,0,7,8,1,3,1,5,0,5,4,3,0
16429,1,58,35551,13,0,70,1,-1,0,1,1,0,0,1,2,1,1,2,0,3,3,0,0,3,3,0,3,3,0,0,3,1,5,1,4,0,2,6,7,4,2,0,5,6,1,1,6,7,5,5,1,7,9
9195,1,47,344157,7,0,40,0,-1,1,1,0,1,0,2,0,2,1,2,0,1,0,2,2,4,3,1,3,0,5,2,0,0,0,5,5,1,2,0,0,7,3,0,7,8,7,3,1,2,1,3,4,3,2
1590,1,65,207281,10,0,16,0,-1,1,1,0,1,0,2,0,2,1,2,0,1,0,2,2,1,4,1,3,0,0,2,0,4,0,4,5,1,0,0,1,7,4,2,7,5,7,2,1,2,1,3,0,5,2
33524,0,38,166062,9,0,50,0,-1,1,0,0,1,0,1,1,2,1,2,2,0,0,0,2,0,2,4,3,0,2,1,4,4,0,1,0,4,3,3,2,1,7,0,6,6,0,3,1,2,0,2,8,3,0
43743,0,41,172712,13,0,40,1,-1,0,0,0,1,0,1,1,2,1,2,1,0,0,0,2,1,2,4,3,0,4,1,4,1,0,2,0,6,6,3,7,1,5,6,6,2,0,5,3,2,5,2,6,9,6
6975,0,63,346975,13,7688,36,1,-1,1,1,1,1,0,2,2,2,1,1,0,2,0,0,0,1,0,4,3,2,0,3,4,1,5,2,4,6,6,5,0,4,5,0,4,8,6,5,1,6,1,4,4,3,1
43537,0,42,178897,14,1151,40,0,-1,0,0,0,1,0,1,1,2,1,2,1,0,0,0,2,1,2,4,3,0,4,1,4,1,0,2,0,6,6,3,7,1,5,6,6,2,0,5,3,2,5,2,6,9,6
22585,1,29,90934,13,0,64,1,-1,0,1,1,0,0,1,0,1,0,2,1,1,3,3,2,3,4,0,0,0,4,2,1,5,0,1,2,0,5,3,7,7,2,1,6,6,7,1,6,2,4,3,1,7,0
30760,1,40,320451,16,0,45,1,-1,0,1,1,0,0,2,0,1,0,2,2,1,3,3,2,3,3,0,0,0,4,2,1,5,0,0,5,3,5,3,7,7,1,1,6,2,7,6,0,2,5,3,2,2,0
30838,1,50,34067,11,0,50,1,-1,0,1,0,1,0,1,0,2,1,2,1,1,1,0,2,0,4,1,3,0,0,2,3,4,0,4,2,0,0,3,1,0,2,2,6,6,2,2,6,2,9,9,3,7,0
12788,0,36,240323,10,0,40,0,-1,1,0,0,1,0,0,1,2,1,2,2,0,0,0,2,4,2,4,3,0,5,4,4,4,0,6,1,6,2,3,3,1,3,0,6,0,8,3,1,2,0,7,4,3,6
22954,1,38,184456,9,3464,80,0,-1,1,1,1,0,0,2,0,1,1,2,2,3,1,0,2,3,3,1,3,0,3,0,3,1,0,1,4,0,2,3,2,2,2,0,6,6,1,1,6,2,0,5,1,7,0
26491,0,24,34918,11,0,38,0,-1,0,0,0,1,0,1,0,2,1,2,1,1,0,0,2,0,1,1,3,0,2,5,4,4,0,3,6,4,3,3,6,5,7,7,6,3,5,3,7,2,7,1,8,1,0
12627,1,77,253642,4,0,30,0,-1,1,1,0,1,0,2,2,0,1,1,0,2,1,2,0,4,0,1,3,4,0,0,0,4,0,4,4,1,0,0,5,4,4,2,7,5,6,2,1,5,6,4,0,5,2
30491,0,47,142061,10,0,40,0,-1,1,0,0,1,0,1,1,2,1,2,1,0,0,0,2,0,2,4,3,0,0,4,4,4,1,6,1,4,3,2,1,1,7,4,6,0,8,7,1,2,9,7,9,0,6
39286,1,33,44623,9,0,45,0,-1,0,0,0,1,0,1,1,2,1,2,1,0,1,0,2,0,1,1,4,0,2,1,3,3,0,3,0,5,1,3,6,1,0,3,6,3,0,8,8,2,7,2,3,4,0
12088,0,26,179772,13,0,45,0,-1,0,0,0,1,0,0,1,2,1,1,2,0,0,0,0,3,2,4,3,4,4,1,4,1,0,0,0,6,6,0,7,1,5,6,7,2,0,5,3,0,4,2,6,9,2
34985,1,27,209301,9,0,60,0,-1,1,0,0,1,0,0,0,2,1,2,2,1,1,0,2,2,1,1,3,0,3,5,3,1,0,1,6,0,2,3,2,0,2,0,7,6,2,1,6,5,0,9,1,7,0
17271,0,65,209831,11,0,40,0,-1,1,0,0,1,0,2,0,2,1,2,0,1,0,0,2,1,1,4,3,4,0,5,4,4,0,4,6,4,3,0,1,0,7,4,7,5,2,7,1,2,1,9,9,0,0
45701,0,58,101480,11,0,40,0,-1,0,0,0,1,0,1,0,2,1,2,0,1,0,0,2,1,1,4,3,0,0,5,4,4,0,4,6,4,3,3,1,5,7,4,6,5,5,7,1,2,9,1,9,0,0
11933,1,46,28334,9,0,40,0,-1,0,0,0,1,0,1,1,2,1,2,1,0,1,0,2,0,2,1,4,0,2,1,3,4,0,4,0,4,0,3,1,1,4,2,6,5,0,8,5,2,9,2,3,5,0
9284,1,43,352005,13,15024,45,1,-1,0,1,1,0,0,2,2,2,1,2,2,2,0,0,2,1,0,4,3,4,5,3,4,1,0,0,4,4,2,3,0,4,7,0,7,4,6,3,1,2,3,4,4,3,0
38804,1,61,213700,13,0,32,1,-1,0,0,1,0,0,2,0,1,0,2,0,1,3,3,2,1,1,0,0,0,0,2,1,5,0,4,6,3,5,3,1,0,1,1,6,8,2,6,0,2,1,9,2,2,6
13660,1,50,114056,11,0,84,0,-1,0,1,1,0,0,2,2,1,1,2,2,3,1,0,2,3,3,1,3,0,4,0,3,1,0,1,4,0,2,3,2,4,2,0,6,6,6,1,6,2,0,4,1,7,6
4351,1,53,199720,16,15024,60,1,-1,0,1,1,0,0,2,2,2,1,2,0,2,0,0,2,3,0,4,3,0,4,3,4,1,0,2,4,4,2,3,7,4,7,0,6,2,6,3,1,2,5,4,4,3,0
26300,1,54,145098,10,0,40,1,-1,1,0,0,1,0,1,1,2,1,2,0,0,1,0,2,0,2,1,3,0,0,4,0,4,0,4,1,1,0,3,1,1,4,2,6,5,8,2,5,5,1,7,0,5,0
45207,1,47,38819,13,0,45,1,-1,0,0,1,0,0,1,0,1,0,2,1,1,3,3,2,3,1,0,0,0,4,5,1,5,0,2,6,3,5,3,7,5,1,1,6,2,2,6,0,2,5,9,2,2,0
39614,0,28,132750,9,0,20,0,-1,1,0,0,1,0,1,0,2,1,2,3,1,0,2,2,2,1,3,1,0,1,5,5,2,0,3,6,2,4,2,6,5,6,5,6,3,5,4,2,2,2,1,7,6,0
2874,0,38,115433,12,7688,33,1,-1,0,1,1,1,0,1,0,2,1,2,1,3,0,0,0,0,3,4,3,3,2,0,4,1,5,2,4,4,2,6,6,2,7,0,5,2,1,5,1,7,9,5,6,3,9
17912,0,31,194293,10,2463,38,0,-1,1,0,0,1,0,0,1,2,1,2,2,0,0,0,2,2,1,4,3,0,2,5,4,4,0,3,6,4,3,3,3,5,7,0,6,1,5,3,1,2,8,1,8,3,0
1811,1,35,183898,11,7298,50,1,-1,0,1,1,1,0,1,0,2,1,2,2,3,0,0,2,3,3,4,3,0,2,0,4,1,0,1,5,4,2,3,2,2,7,0,2,6,1,3,1,8,0,5,4,3,0
17841,1,48,247043,9,0,40,0,-1,1,0,0,1,0,2,1,2,1,2,0,0,0,2,2,4,2,1,3,0,0,4,0,0,0,6,1,1,0,3,1,3,3,2,6,8,4,3,5,2,1,0,4,5,0
18955,1,31,226443,13,0,40,0,-1,0,0,1,0,0,0,1,1,0,2,2,0,3,3,2,3,2,0,0,0,4,1,1,5,0,0,0,3,5,2,7,1,1,1,6,2,0,6,0,2,4,2,2,2,0
46964,1,38,39089,9,6849,50,0,-1,0,1,1,1,0,1,2,2,1,2,1,3,0,0,2,0,3,1,3,0,2,0,3,1,0,3,4,4,2,3,6,2,7,0,6,6,1,3,6,2,7,5,3,7,0
24985,0,40,46990,16,0,20,1,-1,0,1,0,1,0,1,2,2,1,2,1,2,0,0,2,1,0,1,3,0,4,0,4,1,0,2,4,6,6,3,7,4,5,6,6,2,6,5,3,2,5,4,6,9,6
40950,1,47,100009,10,0,30,0,-1,0,1,0,1,0,1,0,0,1,2,1,1,1,0,2,0,4,1,3,0,0,2,0,4,0,4,2,4,0,3,1,0,4,2,6,5,2,2,5,2,9,9,0,5,6
38366,0,17,53367,8,0,25,0,-1,1,1,0,1,0,1,0,2,1,2,3,1,0,2,2,2,4,3,1,0,1,2,5,2,0,3,2,2,4,3,6,0,6,5,6,3,2,4,2,2,2,9,7,6,0
30053,1,30,110643,10,0,52,0,-1,0,0,0,1,0,1,1,2,1,2,1,0,1,0,2,0,1,1,4,0,2,5,3,3,0,1,6,0,2,3,6,5,2,0,6,6,5,8,6,2,0,1,3,7,0
16922,0,21,277530,9,0,40,0,-1,1,0,0,1,0,0,1,2,1,2,2,0,0,2,2,2,2,1,3,0,5,4,4,4,0,5,1,6,2,3,3,1,3,7,6,7,8,3,7,2,8,7,8,3,0
17730,1,21,32639,10,0,20,0,-1,0,0,0,1,0,1,0,0,2,2,3,1,2,1,2,0,1,2,2,0,1,5,2,3,0,3,6,5,1,2,6,5,0,3,6,3,2,8,8,2,2,9,5,4,0
43547,0,22,339644,9,0,40,0,-1,1,0,0,1,0,0,1,2,1,2,2,0,0,2,2,2,2,2,3,4,5,4,4,1,0,5,1,6,2,3,3,1,3,0,7,4,8,3,1,5,3,7,4,3,0
33343,1,40,98466,9,0,40,1,-1,1,0,0,1,0,1,1,0,1,2,1,0,1,0,2,0,2,1,4,0,2,4,3,3,0,3,1,5,1,3,6,3,0,3,6,1,4,8,8,2,7,0,3,4,0
6526,1,34,157289,9,0,40,0,-1,1,0,0,1,0,1,1,0,2,2,1,0,0,1,2,0,2,1,4,0,2,4,3,3,0,3,1,5,2,3,6,3,0,0,6,1,4,8,4,2,7,0,3,8,0
23628,0,40,270147,14,0,40,1,-1,0,0,0,1,0,2,1,2,1,2,2,0,0,0,2,1,1,4,3,0,4,5,4,1,0,0,6,6,6,3,7,5,5,6,6,2,5,5,3,2,3,1,6,9,6
21848,1,34,62374,9,0,48,0,-1,0,0,0,1,0,1,1,2,1,2,1,0,1,0,2,0,1,1,4,0,2,5,3,3,0,3,0,0,2,3,6,5,2,0,6,3,5,8,6,2,7,1,3,7,0
47758,0,39,139770,14,0,30,1,-1,0,1,0,1,0,1,0,2,1,2,1,1,0,0,2,1,4,4,3,0,4,2,4,1,0,2,2,6,6,3,7,0,5,6,2,2,7,5,3,2,5,3,6,9,6
3953,0,42,44121,14,0,40,0,-1,0,0,0,1,0,1,0,2,1,2,1,1,0,0,2,3,1,4,3,0,4,5,4,1,0,2,6,6,6,3,7,5,5,6,6,2,2,5,3,2,5,1,6,9,6
7786,1,26,261278,10,0,30,0,-1,1,0,0,1,0,0,0,0,2,2,3,1,2,1,2,2,1,2,2,0,5,5,2,0,0,5,6,5,1,2,3,5,0,3,6,7,5,0,8,5,8,1,5,4,0
18659,0,46,195023,10,0,40,0,-1,1,0,0,1,0,2,1,2,1,2,0,0,0,0,2,4,2,4,3,0,0,4,4,4,0,6,1,4,3,3,1,1,7,4,6,0,8,7,1,2,1,7,9,0,0
11886,1,55,258648,6,0,40,0,-1,1,1,0,1,0,2,0,0,1,2,0,1,1,2,2,4,4,1,3,0,0,2,0,4,4,6,2,1,0,3,5,0,4,2,6,0,2,2,1,2,6,9,0,5,8
34476,0,35,70282,9,0,40,0,-1,1,0,0,1,0,1,1,2,1,2,1,0,0,0,2,0,2,1,3,0,2,4,4,4,0,3,1,4,3,3,6,3,7,7,6,3,4,7,7,2,7,0,8,1,0
11090,0,41,185616,9,0,40,0,-1,1,0,0,1,0,1,1,2,1,2,1,0,0,0,2,0,2,4,3,0,2,4,4,4,0,6,1,4,3,3,2,3,7,4,6,0,4,7,1,2,0,0,9,0,0
10822,0,34,154548,10,0,38,0,-1,1,0,0,1,0,1,1,2,1,2,1,0,0,0,2,0,2,4,3,0,2,4,4,4,0,3,1,4,3,3,6,1,7,7,6,1,8,3,7,2,7,7,8,1,0
45215,0,47,95661,10,0,45,0,-1,0,0,0,1,0,1,1,2,1,2,1,0,0,0,2,0,2,4,3,0,0,1,4,4,0,4,0,4,3,3,1,1,7,4,6,5,0,7,1,2,9,2,9,0,6
35966,0,61,221534,9,0,40,0,-1,1,0,0,1,0,2,1,2,1,2,0,0,0,0,2,4,2,4,3,0,0,4,4,4,5,4,1,4,3,3,1,3,7,4,6,5,4,7,1,2,1,0,9,0,6
8517,0,27,330132,13,0,40,1,-1,0,0,0,1,0,0,1,2,1,2,2,0,0,0,2,3,1,4,3,0,5,5,4,1,0,0,6,6,6,3,0,5,5,6,6,4,5,5,3,2,3,1,6,9,6
13571,1,33,333701,11,0,40,0,-1,1,0,0,1,0,0,0,2,0,2,2,1,2,2,2,4,1,2,2,4,5,5,1,0,0,5,6,6,2,3,0,5,3,0,7,4,5,0,1,2,3,1,4,3,0
32155,1,55,199763,9,0,81,0,-1,1,1,1,0,0,2,2,1,1,2,0,2,1,0,2,3,0,1,3,0,3,0,3,1,0,1,4,0,2,3,2,4,2,0,6,6,6,1,6,2,0,4,1,7,6
28556,0,50,99894,3,0,15,0,-1,1,1,0,1,0,1,2,2,1,2,3,2,1,2,2,0,0,1,3,0,1,3,0,4,0,6,4,4,3,3,5,4,7,4,6,5,6,7,1,2,6,4,9,0,6
22330,0,24,379418,10,0,40,0,-1,1,0,0,1,0,0,1,2,1,2,2,0,0,2,2,4,2,2,3,0,5,1,4,1,0,5,0,6,2,3,0,1,3,0,6,4,0,3,1,2,3,2,4,3,0
39067,0,57,47178,3,0,40,0,-1,1,1,0,1,0,1,0,2,1,1,0,1,1,0,2,0,3,1,3,0,0,2,0,4,0,4,5,4,3,3,5,7,7,4,4,5,7,7,1,2,6,3,9,0,1
47816,0,51,27804,10,0,35,0,-1,0,0,0,1,0,1,0,2,1,2,1,1,1,0,2,0,1,4,3,0,0,5,4,4,0,4,6,4,3,3,1,5,7,4,6,5,5,7,1,2,9,1,9,0,6
17965,1,33,140206,15,0,40,1,-1,0,0,1,0,0,1,0,1,0,2,1,1,3,3,2,3,1,0,0,4,4,5,1,5,0,2,6,3,5,0,7,0,1,1,7,2,2,6,0,5,4,9,2,2,0
32990,0,31,208458,9,0,40,0,1,1,0,0,1,0,0,1,2,1,2,2,0,0,0,2,2,2,1,3,0,2,4,4,4,0,5,1,4,3,3,3,3,7,7,6,1,4,3,7,2,8,0,8,1,0
30762,1,44,248876,13,0,50,0,-1,0,0,1,0,0,2,0,1,0,2,2,1,3,3,2,3,1,0,0,0,4,2,1,5,0,2,6,3,5,3,7,0,1,1,6,2,2,6,0,2,5,9,2,2,6
29789,1,30,55481,14,0,45,0,-1,0,0,1,0,0,1,0,1,0,2,1,1,3,3,2,3,1,0,0,0,4,5,1,5,0,2,6,3,5,3,7,5,1,1,6,2,5,6,0,2,4,1,2,2,0
18173,0,29,148431,12,7688,45,1,-1,0,1,1,1,0,1,0,2,1,2,1,3,0,0,2,3,3,4,3,0,4,0,4,1,0,0,5,6,6,3,6,2,5,6,6,2,1,5,3,2,4,5,6,9,6
22581,1,24,448026,13,0,40,0,-1,1,1,0,1,0,0,0,2,0,2,2,1,2,2,0,4,3,2,2,4,5,2,1,0,0,5,5,6,2,2,0,7,3,0,7,4,7,0,1,5,3,3,4,3,5
13256,0,27,175552,3,0,40,0,-1,1,1,0,1,0,0,0,2,1,2,2,1,1,0,2,2,4,1,3,0,3,2,0,4,0,3,2,4,3,3,4,7,7,7,6,1,7,7,1,2,8,3,8,1,0
31228,1,39,293291,9,0,50,1,-1,1,0,0,1,0,2,0,2,1,2,2,1,0,2,2,4,4,4,3,0,5,2,4,1,0,5,2,6,2,3,0,0,3,0,6,8,2,1,6,2,0,9,4,7,0
8870,0,52,245275,6,0,35,0,-1,1,1,0,1,0,2,0,2,1,2,0,1,1,0,2,4,4,1,3,0,0,2,0,4,0,6,2,4,3,3,5,7,7,4,6,0,7,7,1,2,6,3,9,0,6
6758,0,30,378723,10,0,55,0,-1,1,1,0,1,0,0,0,2,1,1,2,1,0,2,2,4,4,4,3,4,5,2,4,1,0,5,2,6,2,0,0,7,3,0,2,4,7,3,1,0,3,3,4,3,2
37813,1,73,30713,9,0,10,0,-1,1,1,0,1,0,1,0,2,1,2,0,3,1,2,2,0,3,1,3,0,0,0,0,4,0,4,4,1,0,3,1,2,4,2,6,5,1,2,1,2,9,5,0,5,6
47511,1,54,20795,9,0,40,0,-1,0,0,0,1,0,1,1,2,1,2,1,0,1,0,2,0,1,1,3,0,0,5,0,4,0,4,0,1,0,3,1,5,4,2,6,5,5,2,5,2,9,1,0,5,6
31372,0,56,119254,6,0,40,0,-1,1,0,0,1,0,1,0,2,1,2,0,1,1,0,2,0,1,1,3,0,0,5,0,4,4,4,6,4,3,3,5,5,7,4,6,5,2,7,1,2,6,9,9,0,8
4850,1,18,168288,9,0,40,0,-1,1,0,0,1,0,0,1,0,2,2,2,0,2,1,2,2,2,2,2,0,2,1,2,3,0,3,0,5,1,3,3,1,0,3,6,7,8,8,4,2,8,7,3,4,0
33608,0,29,245402,13,0,40,0,-1,0,0,0,1,0,0,1,2,1,2,2,0,0,0,2,3,2,4,3,0,4,1,4,1,0,0,0,6,6,3,3,1,5,6,6,2,0,5,3,2,4,2,6,9,0
31180,1,28,401886,9,0,20,0,-1,1,1,0,1,0,0,0,0,2,2,3,1,2,2,2,4,4,2,2,0,5,2,2,0,0,5,2,6,2,3,0,7,3,0,6,4,7,0,1,2,3,3,5,3,0
47844,1,60,288684,3,0,40,0,-1,1,1,0,1,0,2,0,0,1,2,0,3,1,2,2,4,3,1,3,0,3,0,0,4,0,6,5,1,0,3,5,2,4,2,6,0,1,2,1,2,6,5,0,5,0
6809,1,44,71269,10,0,50,0,-1,0,0,0,1,0,1,1,2,1,2,1,1,1,0,2,0,1,1,4,0,2,5,3,1,0,1,6,0,2,3,1,5,2,0,1,6,5,8,6,2,9,1,3,7,6
19951,1,23,133061,9,0,80,0,-1,1,1,1,0,0,0,0,1,1,1,2,3,1,0,2,3,3,1,3,4,3,0,3,1,0,1,4,0,2,0,2,2,2,0,7,6,1,1,6,0,0,5,1,7,0
34000,0,23,140764,13,0,40,0,-1,0,0,0,1,0,0,1,2,1,2,1,0,0,0,2,3,2,4,3,0,4,1,4,1,0,0,0,6,6,3,6,1,5,6,6,2,0,5,3,2,4,2,6,9,6
42464,0,65,200408,9,0,40,0,-1,1,0,0,1,0,2,1,2,1,2,0,0,0,0,2,4,2,4,3,0,0,1,4,4,5,4,0,4,3,6,1,1,7,4,5,5,0,7,1,2,1,2,9,0,6
38726,1,36,65382,9,0,50,0,-1,1,0,0,1,0,1,1,2,1,2,1,0,1,0,2,0,1,1,4,0,2,5,3,3,0,3,0,0,2,3,6,5,2,0,6,6,5,8,6,2,7,1,3,7,6
35829,0,60,113443,9,0,45,0,-1,1,0,0,1,0,1,1,2,1,2,0,0,1,0,2,0,1,4,3,0,0,1,4,4,4,4,0,4,3,3,1,1,7,4,6,5,0,7,1,2,1,2,9,0,6
46120,1,24,59792,14,0,40,0,-1,0,0,1,0,0,1,0,1,0,2,1,1,3,3,2,3,1,0,0,0,4,5,1,5,0,0,6,3,5,3,6,5,1,1,6,2,5,6,0,2,4,1,2,2,0
5071,0,35,170797,13,0,40,0,-1,0,0,0,1,0,1,1,2,1,2,1,0,0,0,2,3,2,4,3,0,4,1,4,1,0,0,0,6,6,3,7,1,5,6,6,2,0,5,3,2,4,2,6,9,0
32378,0,21,110677,10,0,40,0,-1,0,0,0,1,0,0,1,2,1,2,1,0,0,0,2,2,2,1,3,0,2,4,4,4,0,3,1,4,3,3,6,1,7,7,6,3,8,3,7,2,7,7,8,1,0
13883,1,30,23037,10,0,84,0,-1,0,1,1,0,0,1,2,1,1,2,1,2,1,0,2,3,0,1,3,0,2,0,3,1,0,1,4,0,2,3,2,4,2,0,6,6,6,1,6,2,0,4,1,7,6
2954,0,26,240842,9,0,40,0,-1,1,0,0,1,0,0,1,2,1,2,2,0,0,2,2,2,2,1,3,0,5,4,4,4,0,5,0,6,2,3,3,1,3,7,6,7,8,3,7,2,8,7,8,3,0
40942,0,18,116839,10,0,20,0,-1,0,0,0,1,0,0,1,2,1,2,3,0,0,2,2,2,1,3,1,0,1,5,5,2,0,3,6,2,4,3,6,5,6,5,6,3,5,4,2,2,2,1,7,6,0
29431,0,62,174711,9,0,32,0,-1,1,0,0,1,0,2,0,2,1,2,0,1,0,0,2,4,1,4,3,0,0,5,4,4,4,4,6,4,3,3,1,0,7,4,6,5,2,7,1,2,1,9,9,0,6
35568,1,56,36990,9,0,52,1,-1,1,1,0,1,0,1,0,2,1,2,1,1,1,0,2,0,4,1,3,0,0,2,3,4,4,4,2,0,0,3,1,0,2,2,6,5,2,2,6,2,9,9,0,7,6
8297,1,25,191921,10,0,40,0,-1,1,0,0,1,0,0,1,0,2,2,2,0,2,1,2,2,2,2,2,0,2,4,2,3,0,3,1,5,1,3,3,1,0,3,6,7,8,8,4,2,8,7,3,8,0
19888,1,22,216867,3,0,48,0,-1,1,1,0,1,0,0,0,0,2,2,2,3,2,2,2,2,3,2,2,0,3,0,2,0,0,5,5,6,2,3,4,2,3,0,6,7,1,0,1,2,8,5,4,3,0
9064,1,37,108913,9,0,40,0,-1,1,0,0,1,0,1,1,0,1,2,1,0,1,0,2,0,2,1,4,0,2,4,3,3,0,3,1,5,1,3,6,3,0,3,6,1,4,8,8,2,7,0,3,4,0
29440,1,27,183802,9,0,40,0,-1,1,0,0,1,0,0,1,0,2,2,2,0,2,1,2,2,2,2,2,0,2,4,2,3,0,3,1,5,1,3,3,3,0,3,6,1,4,8,4,2,8,0,3,8,0
30000,1,17,250541,7,0,8,0,-1,1,1,0,1,0,0,0,0,2,2,3,1,2,1,2,2,4,2,2,0,1,2,2,0,0,5,2,5,1,2,4,7,0,3,6,7,7,0,8,3,2,3,5,4,5
