,Unnamed: 0,marital,age,balance,duration,GroundTruth,GroundTruth_DB,FairDEN,FairSC_normalized,FairSC
592,43150,1,54,2102,547,1,0,1,0,1
593,24003,1,34,1012,540,1,0,0,0,1
594,28809,2,32,1,75,0,0,0,1,1
595,19016,1,58,1547,1186,1,0,1,0,1
596,11279,1,31,671,704,1,0,0,0,1
597,41671,1,32,400,76,0,0,0,1,0
598,14740,1,53,2818,350,0,0,1,0,1
599,3221,1,45,2217,126,0,0,0,0,1
600,38835,2,29,797,334,0,0,0,0,1
601,12915,0,58,-354,98,0,0,0,0,1
602,43901,1,31,330,309,1,0,0,1,0
603,19227,0,39,5988,225,0,0,1,0,1
604,2828,1,49,1160,153,0,0,0,0,1
605,14981,1,37,33,117,0,0,0,1,0
606,29316,2,47,152,193,0,0,0,0,1
607,11886,0,59,0,13,0,0,0,0,1
608,21600,2,34,82,292,0,0,0,0,1
609,11683,0,48,7,633,0,0,0,0,1
610,22224,1,53,0,195,0,0,0,0,1
611,29619,1,36,0,235,0,0,0,1,0
612,23638,1,33,95,26,0,0,0,1,0
613,26732,0,37,1559,178,0,0,0,0,1
614,1494,0,50,704,233,0,0,0,0,1
615,24964,2,32,48,132,0,0,0,1,1
616,11928,0,35,118,12,0,0,0,1,1
617,318,2,40,0,136,0,0,0,0,1
618,7556,2,30,931,65,0,0,0,1,1
619,16725,2,31,0,362,0,0,0,0,1
620,16911,1,33,91,113,0,0,0,1,0
621,43754,2,49,293,452,1,0,0,0,1
622,36599,1,31,2581,240,0,0,0,1,0
623,10549,0,36,638,1395,1,0,1,0,1
624,25926,1,54,0,307,0,0,0,0,1
625,10231,2,38,797,124,0,0,0,0,1
626,30263,2,28,440,177,0,0,0,1,1
627,22279,1,36,0,147,0,0,0,1,0
628,10688,2,53,725,227,0,0,0,0,1
629,44140,1,68,2812,392,1,0,1,0,1
630,1931,2,24,304,180,0,0,0,1,1
631,30311,2,26,449,339,0,0,0,0,1
632,20780,1,40,95,156,0,0,0,1,1
633,22235,0,33,6,239,0,0,0,1,1
634,35472,1,32,56,126,0,0,0,1,0
635,18503,1,59,-266,266,0,0,0,0,1
636,2507,1,41,196,488,0,0,0,0,1
637,9749,1,46,39,74,0,0,0,0,1
638,3142,1,35,94,208,0,0,0,1,0
639,17054,1,41,1018,171,0,0,0,1,1
640,22009,1,35,109,257,0,0,0,1,0
641,34729,2,38,613,285,0,0,0,0,1
642,43543,2,27,567,523,1,0,0,0,1
643,543,2,40,11,43,0,0,0,0,1
644,18155,0,56,1939,121,0,0,0,0,1
645,38433,1,45,72,262,0,0,0,0,1
646,36430,1,46,38,455,0,0,0,0,1
647,29420,1,31,845,148,0,0,0,1,0
648,11295,1,53,357,154,0,0,0,0,1
649,18284,1,37,7,18,0,0,0,1,0
650,3298,1,44,146,483,1,0,0,0,1
651,13419,2,36,281,225,0,0,0,0,1
652,13009,1,46,74,15,0,0,0,0,1
653,33819,2,29,91,99,0,0,0,1,1
654,29414,1,38,384,387,0,0,0,1,1
655,21074,1,30,1384,60,0,0,0,1,0
656,25623,1,42,807,1057,1,0,1,0,1
657,9720,1,45,1603,164,0,0,0,0,1
658,15731,1,51,2704,443,0,0,1,0,1
659,2543,0,37,175,753,1,0,0,0,1
660,27279,2,52,5728,79,0,0,0,0,1
661,32675,1,45,396,266,0,0,0,0,1
662,37731,2,29,-11,164,0,0,0,1,1
663,41591,2,30,536,244,1,0,0,1,1
664,11189,1,47,490,55,0,0,0,0,1
665,41340,1,50,388,173,1,0,0,0,1
666,15276,1,34,1602,287,0,0,0,1,0
667,4279,0,26,0,48,0,0,0,1,1
668,39772,1,34,1047,342,0,0,0,1,1
669,43125,0,57,3287,277,1,0,1,0,1
670,17958,1,60,5632,380,0,0,1,0,1
671,38003,1,50,226,98,0,0,0,0,1
672,3486,1,48,680,387,0,0,0,0,1
673,24851,1,35,222,233,0,0,0,1,0
674,31124,2,28,6551,97,0,0,1,0,1
675,23151,2,31,46,313,0,0,0,0,1
676,44709,2,28,1347,317,0,0,0,0,1
677,29754,0,45,274,101,0,0,0,1,1
678,31789,1,34,837,495,0,0,0,0,1
679,24198,1,54,5249,108,0,0,1,0,1
680,23669,1,36,4542,76,0,0,0,0,1
681,40348,1,34,5,305,0,0,0,1,0
682,39342,1,37,11303,500,0,0,1,0,1
683,2918,1,34,357,197,0,0,0,1,0
684,25542,1,35,8647,140,0,0,1,0,1
685,21200,1,46,5,71,0,0,0,0,1
686,9981,0,56,1016,184,0,0,0,0,1
687,16025,0,43,3163,211,0,0,0,0,1
688,37993,2,34,4782,160,0,0,0,0,1
689,36140,1,48,7985,232,0,0,1,0,1
690,31881,0,44,0,1594,1,0,1,0,1
691,19024,1,32,3158,142,0,0,0,1,1
692,26020,1,55,625,88,0,0,0,0,1
693,34065,1,67,696,77,0,0,1,0,1
694,15475,1,33,0,453,0,0,0,1,1
695,15512,0,28,319,120,0,0,0,1,1
696,29252,2,29,286,70,0,0,0,1,1
697,18317,1,49,13818,221,0,0,1,0,1
698,37118,0,48,-276,674,1,0,1,0,1
699,15128,1,39,363,184,0,0,0,1,1
700,35569,2,31,1090,50,0,0,0,1,1
701,43190,2,27,1327,339,0,0,0,0,1
702,26394,1,31,592,124,0,0,0,1,0
703,38724,2,36,1496,40,0,0,0,0,1
704,5318,1,34,571,202,0,0,0,1,0
705,38869,2,33,315,179,0,0,0,1,1
706,25405,2,31,-366,313,0,0,0,0,1
707,31995,2,44,0,442,0,0,0,0,1
708,43168,2,33,562,196,1,0,0,1,1
709,13212,1,52,414,424,0,0,0,0,1
710,6612,2,59,68,176,0,0,0,0,1
711,26052,1,32,344,179,0,0,0,1,0
712,12043,1,45,1577,16,0,0,0,0,1
713,41030,1,37,106,511,1,0,0,0,1
714,4547,0,36,566,129,0,0,0,1,1
715,34811,2,35,83,90,0,0,0,1,1
716,14213,1,45,-388,175,0,0,0,0,1
717,36720,2,25,53,213,0,0,0,1,1
718,28374,2,26,1996,111,0,0,0,1,1
719,11958,0,52,-297,11,0,0,0,0,1
720,24515,1,56,1168,673,0,0,1,0,1
721,36099,1,50,199,228,0,0,0,0,1
722,23630,2,33,34,13,0,0,0,1,1
723,15599,1,34,13,47,0,0,0,1,0
724,11440,0,41,3622,1135,1,0,1,0,1
725,19502,2,40,153,125,0,0,0,0,1
726,17880,2,38,7159,285,0,0,1,0,1
727,31335,0,50,405,82,0,0,0,0,1
728,19166,1,46,44,175,0,0,0,0,1
729,17245,1,38,-278,143,0,0,0,1,0
730,7951,2,41,304,395,0,0,0,0,1
731,4626,1,43,-635,37,0,0,0,1,1
732,43695,1,52,955,301,1,0,0,0,1
733,22770,1,48,337,770,0,0,1,0,1
734,11607,1,48,237,18,0,0,0,0,1
735,44554,1,29,247,143,1,0,0,1,0
736,23816,1,48,494,81,0,0,0,0,1
737,1756,0,33,-305,109,0,0,0,1,1
738,15374,1,30,-27,65,0,0,0,1,0
739,11429,1,57,1621,108,0,0,0,0,1
740,29009,1,59,410,136,0,0,0,0,1
741,34300,1,46,3145,28,0,0,1,0,1
742,14510,0,32,0,175,0,0,0,1,1
743,41537,1,31,581,845,0,0,1,0,1
744,14157,1,33,212,260,0,0,0,1,0
745,28401,0,48,657,251,0,0,0,0,1
746,15537,2,26,49,489,0,0,0,0,1
747,43132,1,47,288,193,1,0,0,0,1
748,26084,2,33,247,428,0,0,0,0,1
749,23309,2,32,725,53,0,0,0,1,1
750,22862,1,58,1,112,0,0,0,0,1
751,5772,2,31,682,473,0,0,0,0,1
752,21042,2,35,663,215,0,0,0,0,1
753,18422,1,52,668,212,0,0,0,0,1
754,37559,2,36,-206,419,0,0,0,0,1
755,38021,2,29,13,26,0,0,0,1,1
756,37101,1,31,951,206,0,0,0,1,0
757,21373,1,51,1840,312,0,0,0,0,1
758,21901,1,49,3,118,0,0,0,0,1
759,40796,1,30,877,202,0,0,0,1,0
760,27200,1,34,6203,34,0,0,1,0,1
761,15332,1,29,519,120,0,0,0,1,0
762,40377,2,46,526,326,0,0,0,0,1
763,2980,1,57,-1,850,1,0,1,0,1
764,14136,2,29,983,963,1,0,1,0,1
765,17849,1,34,13,99,0,0,0,1,0
766,29552,2,26,4751,231,0,0,1,0,1
767,23457,1,31,60,302,0,0,0,1,0
768,39009,2,22,110,237,0,0,0,1,1
769,40353,1,50,5312,106,0,0,0,0,1
770,9085,2,35,227,414,0,0,0,0,1
771,6364,1,28,839,240,0,0,0,1,0
772,35267,1,53,162,270,0,0,0,0,1
773,4120,1,47,292,82,0,0,0,0,1
774,36795,1,36,1088,77,0,0,0,1,0
775,735,1,40,-7,410,0,0,0,0,1
776,1806,2,26,1326,70,0,0,0,1,1
777,228,1,36,1033,238,0,0,0,1,0
778,16027,2,32,143,115,0,0,0,1,1
779,7970,1,50,332,68,0,0,0,0,1
780,2234,2,45,0,55,0,0,0,0,1
781,6197,2,28,219,257,0,0,0,1,1
782,474,1,40,668,283,0,0,0,0,1
783,38789,1,55,3917,565,1,0,1,0,1
784,31549,2,38,167,255,0,0,0,0,1
785,4043,1,47,584,79,0,0,0,0,1
786,42080,2,31,376,202,0,0,0,1,1
787,2904,1,49,387,347,0,0,0,0,1
788,12510,0,45,-25,158,0,0,0,1,1
789,13098,1,58,-230,133,0,0,0,0,1
790,37836,1,37,987,306,0,0,0,1,1
791,38671,2,43,776,52,0,0,0,0,1
792,24486,1,56,505,171,0,0,0,0,1
793,9148,1,60,71,185,0,0,0,0,1
794,43371,1,37,565,329,0,0,0,1,1
795,4278,0,31,47,34,0,0,0,1,1
796,10093,2,41,8368,179,0,0,1,0,1
797,13725,1,53,768,218,0,0,0,0,1
798,39514,2,35,777,85,0,0,0,1,1
799,9448,0,54,351,642,1,0,1,0,1
800,30256,1,49,1,98,0,0,0,0,1
801,20469,2,34,2835,107,0,0,0,0,1
802,11931,2,55,11,14,0,0,0,0,1
803,32485,0,34,172,306,0,0,0,0,1
804,26776,2,44,5045,20,0,0,1,0,1
805,31170,2,28,387,61,0,0,0,1,1
806,19346,1,38,178,170,0,0,0,1,0
807,28998,1,38,290,123,0,0,0,1,0
808,5501,2,24,-286,327,0,0,0,0,1
809,36393,1,53,-108,11,0,0,0,0,1
810,8196,1,38,-239,221,0,0,0,1,1
811,3107,1,50,-52,166,0,0,0,0,1
812,19730,1,31,659,135,0,0,0,1,0
813,39677,2,39,79,369,0,0,0,0,1
814,25552,2,31,849,94,0,0,0,1,1
815,28183,2,34,391,77,0,0,0,1,1
816,7734,2,29,121,1500,1,0,1,0,1
817,4707,1,52,0,363,0,0,0,0,1
818,42776,1,34,8000,291,1,0,1,0,1
819,5779,1,45,61,745,1,0,1,0,1
820,13273,2,41,-329,426,0,0,0,0,1
821,15674,1,50,-70,357,0,0,0,0,1
822,16155,1,34,1650,351,0,0,0,1,1
823,17423,1,60,3105,178,0,0,1,0,1
824,40235,2,33,242,320,0,0,0,0,1
825,12539,1,35,1659,197,0,0,0,1,0
826,5361,1,56,397,252,0,0,0,0,1
827,4715,1,35,4822,843,1,0,1,0,1
828,33597,1,52,5193,477,0,0,1,0,1
829,17722,1,58,145,616,1,0,0,0,1
830,18531,1,58,18,70,0,0,0,0,1
831,7429,0,34,-276,175,0,0,0,1,1
832,36995,1,36,418,132,0,0,0,1,0
833,19644,1,36,2813,88,0,0,0,1,1
834,5189,2,39,2645,339,0,0,1,0,1
835,9712,1,38,4874,1291,0,0,1,0,1
836,33927,2,30,766,296,0,0,0,0,1
837,4827,2,28,135,195,0,0,0,1,1
838,18633,2,42,270,68,0,0,0,0,1
839,9815,1,55,8592,255,0,0,1,0,1
840,21791,2,40,47,110,0,0,0,0,1
841,32782,1,32,4887,246,0,0,0,0,1
842,24235,1,59,283,300,0,0,0,0,1
843,555,0,39,471,161,0,0,0,1,1
844,29773,2,33,1473,43,0,0,0,0,1
845,44523,1,67,2540,279,1,0,1,0,1
846,24277,1,45,77,59,0,0,0,0,1
847,10946,1,37,830,292,0,0,0,1,1
848,31523,1,31,625,424,0,0,0,1,0
849,15489,1,54,338,99,0,0,0,0,1
850,1332,1,49,230,96,0,0,0,0,1
851,34257,1,28,0,334,0,0,0,1,0
852,25795,1,41,-608,12,0,0,0,1,1
853,23303,1,33,1940,46,0,0,0,1,0
854,20615,1,49,3779,178,0,0,0,0,1
855,12379,1,51,84,269,0,0,0,0,1
856,6993,1,51,593,157,0,0,0,0,1
857,4119,1,32,2996,68,0,0,0,1,1
858,10105,1,59,1986,139,0,0,0,0,1
859,42077,1,47,999,111,0,0,0,0,1
860,26196,1,46,3999,202,0,0,1,0,1
861,23101,1,48,386,185,0,0,0,0,1
862,37502,2,42,22,116,0,0,0,0,1
863,17259,0,58,553,174,0,0,0,0,1
864,10917,1,42,753,31,0,0,0,1,1
865,2319,0,35,36,182,0,0,0,1,1
866,35602,2,29,234,139,0,0,0,1,1
867,34769,2,29,2203,1131,0,0,1,0,1
868,42027,1,38,1438,122,0,0,0,1,1
869,38029,1,47,1474,77,0,0,0,0,1
870,29592,1,40,1674,144,0,0,0,1,1
871,1615,2,56,230,122,0,0,0,0,1
872,44915,2,36,980,118,0,0,0,0,1
873,10262,0,40,181,89,0,0,0,1,1
874,29280,2,31,8626,155,0,0,1,0,1
875,1647,1,41,483,319,0,0,0,0,1
876,32571,1,31,375,218,0,0,0,1,0
877,12699,1,52,3369,196,0,0,0,0,1
878,7584,1,42,1607,108,0,0,0,0,1
879,36611,1,42,-407,829,1,0,1,0,1
880,27528,1,54,5787,240,0,0,1,0,1
881,5156,1,39,568,173,0,0,0,1,1
882,14884,1,54,381,198,0,0,0,0,1
883,3758,2,28,45,345,0,0,0,0,1
884,20906,1,40,864,36,0,0,0,1,1
885,2725,1,38,113,25,0,0,0,1,0
886,14820,2,26,-188,198,0,0,0,1,1
887,20752,2,32,493,289,0,0,0,0,1
888,29999,0,44,641,79,0,0,0,1,1
889,32752,1,36,526,333,0,0,0,1,1
890,44949,0,71,1729,456,1,0,1,0,1
891,36918,0,49,39,27,0,0,0,0,1
892,21191,2,30,13763,313,0,0,1,0,1
893,23521,1,48,1548,143,0,0,0,0,1
894,18059,1,30,-176,47,0,0,0,1,0
895,30210,2,34,1586,355,0,0,0,0,1
896,41687,1,57,375,135,1,0,0,0,1
897,31295,2,36,45,131,0,0,0,0,1
898,23875,0,52,0,39,0,0,0,0,1
899,4152,1,40,296,198,0,0,0,1,1
900,9342,2,40,546,219,0,0,0,0,1
901,36791,2,47,10558,81,0,0,1,0,1
902,13612,2,27,0,240,0,0,0,1,1
903,9819,1,45,1100,331,0,0,0,0,1
904,35329,2,38,0,350,0,0,0,0,1
905,208,2,39,257,408,0,0,0,0,1
906,26798,1,36,62,50,0,0,0,1,0
907,8248,1,48,1849,345,0,0,0,0,1
908,20645,1,45,2476,239,0,0,0,0,1
909,3663,1,39,880,29,0,0,0,1,1
910,40624,2,32,3283,623,1,0,1,0,1
911,16222,1,26,0,157,0,0,0,1,0
912,39664,1,39,1587,171,1,0,0,1,1
913,17770,1,43,1800,103,0,0,0,0,1
914,17527,1,51,0,27,0,0,0,0,1
915,7483,1,46,2527,201,0,0,0,0,1
916,40475,1,33,1211,456,1,0,0,1,1
917,2381,2,26,309,210,0,0,0,1,1
918,4630,2,31,431,1045,1,0,1,0,1
919,41719,1,43,14646,210,1,0,1,0,1
920,23087,0,55,56,94,0,0,0,0,1
921,20659,1,57,0,189,0,0,0,0,1
922,33041,1,36,-53,9,0,0,0,1,0
923,30487,0,47,700,69,0,0,0,0,1
924,36872,1,35,625,267,0,0,0,1,0
925,22,2,32,23,160,0,0,0,1,1
926,26078,1,39,3294,116,0,0,0,0,1
927,30124,1,32,150,210,0,0,0,1,0
928,27263,0,57,6157,45,0,0,1,0,1
929,36160,1,48,643,66,0,0,0,0,1
930,21747,2,30,3048,223,0,0,0,0,1
931,44408,2,41,7968,404,1,0,1,0,1
932,33311,2,34,375,55,0,0,0,1,1
933,34803,2,35,1494,311,0,0,0,0,1
934,28725,1,56,972,52,0,0,0,0,1
935,12274,2,57,711,411,0,0,0,0,1
936,26006,0,31,525,278,0,0,0,0,1
937,41164,1,39,973,172,0,0,0,1,1
938,18772,1,28,144,7,0,0,0,1,0
939,31165,2,37,33,186,1,0,0,0,1
940,15146,2,30,1289,489,0,0,0,0,1
941,32959,1,45,658,406,0,0,0,0,1
942,29065,1,49,147,559,0,0,0,0,1
943,22839,0,39,807,209,0,0,0,1,1
944,15621,0,35,244,54,0,0,0,1,1
945,37027,1,43,171,96,0,0,0,0,1
946,37336,1,30,2583,436,0,0,1,0,1
947,18282,1,50,1518,321,0,0,0,0,1
948,1871,1,38,-388,412,0,0,0,0,1
949,5794,1,34,-367,85,0,0,0,1,0
950,31832,2,31,999,187,0,0,0,1,1
951,37628,1,35,4,88,0,0,0,1,0
952,33585,1,34,0,176,0,0,0,1,0
953,3018,1,50,606,673,0,0,0,0,1
954,24442,1,45,1932,146,0,0,0,0,1
955,33975,1,41,27696,108,0,1,1,0,1
956,44251,0,46,0,6,0,0,0,1,1
957,2942,1,60,3932,407,0,0,1,0,1
958,24,1,40,0,181,0,0,0,1,1
959,20789,1,36,274,122,0,0,0,1,0
960,337,1,53,56,152,0,0,0,0,1
961,30082,1,58,1798,19,0,0,0,0,1
962,21688,1,56,1750,629,0,0,1,0,1
963,36298,1,59,146,97,0,0,0,0,1
964,21231,2,35,2306,86,0,0,0,0,1
965,25035,1,34,11,123,0,0,0,1,0
966,32520,1,39,260,146,0,0,0,1,1
967,13230,1,60,49,76,0,0,0,0,1
968,42237,1,79,3025,166,1,0,1,0,1
969,36993,1,41,121,16,0,0,0,1,1
970,36397,1,50,289,300,0,0,0,0,1
971,37058,2,21,292,148,0,0,0,1,1
972,18657,2,39,554,22,0,0,0,0,1
973,28968,2,29,875,137,0,0,0,1,1
974,14735,1,45,1063,41,0,0,0,0,1
975,2402,0,34,383,2231,1,0,1,0,1
976,9093,1,48,2960,86,0,0,0,0,1
977,32214,0,44,2422,399,0,0,1,0,1
978,20006,1,51,1113,391,0,0,0,0,1
979,97,1,60,81,101,0,0,0,0,1
980,22748,1,52,306,265,0,0,0,0,1
981,12467,2,28,415,86,0,0,0,1,1
982,34446,0,39,224,106,0,0,0,1,1
983,7103,1,40,1314,284,0,0,0,0,1
984,18999,1,52,5361,607,1,0,1,0,1
985,43638,1,39,276,334,1,0,0,1,1
986,44282,2,25,1003,361,1,0,0,0,1
987,8570,2,30,7845,59,0,0,1,0,1
988,33305,1,64,571,1422,1,0,1,0,1
989,34515,1,43,176,253,0,0,0,0,1
990,33994,2,26,553,347,0,0,0,0,1
991,31285,0,57,6468,684,0,0,1,0,1
992,5842,2,28,0,1560,1,0,1,0,1
993,13043,2,28,226,191,0,0,0,1,1
994,22147,2,31,424,93,0,0,0,1,1
995,43187,2,33,658,93,0,0,0,1,1
996,41386,1,39,150,55,0,0,0,1,1
997,21272,1,41,335,169,0,0,0,1,1
998,23389,2,32,27,146,0,0,0,1,1
999,20897,2,35,467,82,0,0,0,1,1
1000,18954,1,46,1720,250,0,0,0,0,1
1001,122,1,34,3,120,0,0,0,1,0
1002,1355,1,43,-77,468,0,0,0,0,1
1003,13014,2,30,312,188,0,0,0,1,1
1004,11436,1,48,343,136,0,0,0,0,1
1005,42936,1,56,1947,225,1,0,0,0,1
1006,14616,1,34,0,144,0,0,0,1,0
1007,35228,1,34,-99,258,0,0,0,1,0
1008,15017,1,41,15,17,0,0,0,1,1
1009,35845,1,33,62,26,0,0,0,1,0
1010,24339,1,33,0,407,0,0,0,1,0
1011,43244,2,22,3472,529,1,0,1,0,1
1012,11883,2,36,1313,8,0,0,0,0,1
1013,15762,1,29,-49,210,0,0,0,1,0
1014,32556,1,33,5,1007,1,0,1,0,1
1015,27035,1,40,372,365,0,0,0,0,1
1016,6916,2,33,-258,193,0,0,0,1,1
1017,29149,2,26,458,117,0,0,0,1,1
1018,18257,2,41,0,24,0,0,0,0,1
1019,33782,1,46,0,200,1,0,0,0,1
1020,10641,2,42,50,294,0,0,0,0,1
1021,23898,1,49,1683,61,0,0,0,0,1
1022,20095,2,32,67,55,0,0,0,1,1
1023,22821,2,39,0,194,0,0,0,0,1
1024,2792,1,45,0,246,0,0,0,0,1
1025,35460,0,29,883,85,0,0,0,1,1
1026,23763,1,35,-146,240,0,0,0,1,0
1027,17018,0,57,909,147,0,0,0,0,1
1028,21199,1,46,1353,528,1,0,1,0,1
1029,6307,1,39,1135,35,0,0,0,1,1
1030,37403,1,39,49,566,0,0,0,0,1
1031,39125,1,36,1548,226,0,0,0,1,0
1032,33557,1,45,5110,341,1,0,1,0,1
1033,39433,2,41,1081,229,1,0,0,0,1
1034,44756,2,36,1830,183,0,0,0,0,1
1035,23953,1,52,5303,133,1,0,0,0,1
1036,6544,1,43,-127,102,0,0,0,0,1
1037,21240,2,35,1635,90,0,0,0,0,1
1038,31104,1,35,3698,106,1,0,0,0,1
1039,20592,1,59,278,141,0,0,0,0,1
1040,23238,1,46,49,197,0,0,0,0,1
1041,23853,2,32,258,131,0,0,0,1,1
1042,1256,1,49,458,381,0,0,0,0,1
1043,2953,2,40,3652,1028,1,0,1,0,1
1044,34831,0,39,530,68,0,0,0,1,1
1045,41679,0,53,3370,180,0,0,0,0,1
1046,23561,1,39,0,13,0,0,0,1,1
1047,29642,1,60,0,273,0,0,0,0,1
1048,42612,1,37,238,185,1,0,0,1,0
1049,43558,0,60,162,74,0,0,0,0,1
1050,13580,2,48,469,313,0,0,0,0,1
1051,17273,1,46,-216,404,0,0,0,0,1
1052,24831,2,43,685,78,0,0,0,0,1
1053,41347,1,48,2,103,0,0,0,0,1
1054,9734,1,44,2135,61,0,0,0,0,1
1055,31552,1,56,1232,44,0,0,0,0,1
1056,5067,2,32,1373,474,0,0,0,0,1
1057,11191,1,48,5348,105,0,0,0,0,1
1058,13405,1,57,2,138,0,0,0,0,1
1059,36405,2,31,17,296,0,0,0,0,1
1060,44430,2,38,1027,387,0,0,0,0,1
1061,36926,2,41,340,262,0,0,0,0,1
1062,38995,1,25,127,695,0,0,1,0,1
1063,5535,1,35,154,211,0,0,0,1,0
1064,44117,2,37,871,209,0,0,0,0,1
1065,37718,2,31,864,113,0,0,0,1,1
1066,19834,2,35,252,89,0,0,0,1,1
1067,28111,2,32,4,181,0,0,0,1,1
1068,38115,1,39,3165,56,0,0,0,0,1
1069,4089,1,50,1463,380,0,0,0,0,1
1070,22888,1,44,-11,317,0,0,0,0,1
1071,2260,1,55,309,115,0,0,0,0,1
1072,41387,1,44,1036,491,0,0,0,0,1
1073,41810,0,45,0,264,1,0,0,0,1
1074,30815,1,44,-43,290,0,0,0,0,1
1075,34910,2,25,0,293,0,0,0,1,1
1076,2802,0,47,4135,283,0,0,1,0,1
1077,19997,1,43,2759,329,0,0,0,0,1
1078,2575,2,31,513,180,0,0,0,1,1
1079,29375,1,33,-266,16,0,0,0,1,0
1080,16822,2,27,2074,203,0,0,1,0,1
1081,38831,2,32,92,110,0,0,0,1,1
1082,29081,1,41,0,154,0,0,0,1,1
1083,38349,1,33,1293,245,0,0,0,1,0
1084,38953,0,30,1336,13,0,0,0,1,1
1085,13204,0,39,188,163,0,0,0,1,1
1086,33079,1,28,232,219,0,0,0,1,0
1087,8420,1,41,2812,447,0,0,1,0,1
1088,19084,1,52,547,112,0,0,0,0,1
1089,4916,2,34,1157,103,0,0,0,0,1
1090,975,1,60,42,386,0,0,0,0,1
1091,4765,1,36,8119,24,0,0,1,0,1
1092,12760,1,42,6573,56,0,0,1,0,1
1093,810,0,45,-139,152,0,0,0,1,1
1094,2778,1,31,752,178,0,0,0,1,0
1095,16640,1,44,3348,504,0,0,1,0,1
1096,23091,1,50,1503,128,0,0,0,0,1
1097,6834,2,23,854,664,1,0,1,0,1
1098,30289,2,34,992,71,1,0,0,1,1
1099,24608,1,50,0,114,0,0,0,0,1
1100,36528,2,39,202,59,0,0,0,0,1
1101,6013,1,29,0,469,0,0,0,1,0
1102,38607,2,27,0,552,0,0,0,0,1
1103,19701,1,33,2126,174,0,0,0,1,0
1104,23160,1,58,-102,80,0,0,0,0,1
1105,38994,2,32,2684,542,1,0,1,0,1
1106,14466,1,49,204,198,0,0,0,0,1
1107,10518,1,58,0,204,0,0,0,0,1
1108,24114,0,43,1648,80,0,0,0,0,1
1109,43802,2,19,526,174,0,0,0,1,1
1110,29361,1,41,201,157,1,0,0,1,1
1111,29300,2,25,483,189,1,0,0,1,1
1112,29217,2,27,1444,248,0,0,0,0,1
1113,15967,1,51,0,215,0,0,0,0,1
1114,41462,1,39,168,96,0,0,0,1,1
1115,28362,2,26,1274,475,0,0,0,0,1
1116,26628,2,32,3097,167,0,0,0,0,1
1117,23353,2,32,2629,77,0,0,0,0,1
1118,34087,2,22,1925,180,0,0,1,1,1
1119,15233,1,34,151,546,0,0,0,0,1
1120,33151,2,42,1049,180,0,0,0,0,1
1121,24252,1,49,12226,96,0,0,1,0,1
1122,21256,1,23,489,235,0,0,0,1,0
1123,6820,1,40,-240,160,0,0,0,1,1
1124,38525,0,38,4335,157,0,0,0,0,1
1125,15342,0,57,1244,383,0,0,0,0,1
1126,15236,2,44,292,1153,1,0,1,0,1
1127,19669,2,33,5235,67,0,0,1,0,1
1128,44060,0,82,1381,844,1,0,1,0,1
1129,4223,0,32,86,703,0,0,0,0,1
1130,40500,1,35,2971,158,0,0,0,1,1
1131,7251,1,31,8,71,0,0,0,1,0
1132,26802,1,31,3540,441,0,0,1,0,1
1133,1811,2,30,491,197,0,0,0,1,1
1134,42025,1,46,2671,180,0,0,0,0,1
1135,23628,2,31,0,35,0,0,0,1,1
1136,24609,1,46,0,258,0,0,0,0,1
1137,24366,0,43,2363,229,0,0,0,0,1
1138,30875,1,58,4198,309,0,0,1,0,1
1139,19150,1,56,1483,46,0,0,0,0,1
1140,12112,1,38,3190,20,0,0,1,0,1
1141,19859,1,50,290,50,0,0,0,0,1
1142,29083,1,43,1109,115,0,0,0,0,1
1143,23454,1,34,1,535,1,0,0,0,1
1144,2009,1,53,-864,322,0,0,1,0,1
1145,17633,1,49,1601,47,0,0,0,0,1
1146,29927,1,43,354,49,0,0,0,0,1
1147,23323,2,34,682,472,0,0,0,0,1
1148,31690,2,25,1420,124,0,0,0,1,1
1149,35937,0,60,1608,186,0,0,0,0,1
1150,17162,2,28,1136,89,0,0,0,1,1
1151,23686,2,32,792,193,0,0,0,1,1
1152,3744,1,41,0,330,0,0,0,0,1
1153,25155,2,34,1199,67,0,0,0,0,1
1154,32988,1,43,101,131,0,0,0,0,1
1155,38602,2,24,-1329,50,0,0,1,1,1
1156,26353,1,49,2143,226,0,0,1,0,1
1157,31736,1,58,2126,184,0,0,0,0,1
1158,19595,1,51,2125,20,0,0,0,0,1
1159,37399,2,32,-133,119,0,0,0,1,1
1160,5484,1,40,-212,54,0,0,0,1,1
1161,36494,2,28,242,256,0,0,0,1,1
1162,39040,0,40,-75,193,0,0,0,1,1
1163,12966,1,48,252,261,0,0,0,0,1
1164,11260,1,60,11,802,0,0,1,0,1
1165,40368,2,28,5549,383,0,0,1,0,1
1166,17313,1,41,239,76,0,0,0,1,1
1167,40987,1,61,1046,158,1,0,0,0,1
1168,7249,1,48,551,162,0,0,0,0,1
1169,36049,1,42,679,146,0,0,0,1,1
1170,739,1,57,162,155,0,0,0,0,1
1171,15316,1,33,661,968,1,0,1,0,1
1172,17152,1,46,53,31,0,0,0,0,1
1173,5710,0,48,-212,76,0,0,0,1,1
1174,27395,1,30,973,156,0,0,0,1,0
1175,19037,1,57,1142,238,0,0,0,0,1
1176,36642,0,50,15,173,0,0,0,0,1
1177,20485,1,34,-136,131,0,0,0,1,0
1178,24529,1,43,0,360,0,0,0,0,1
1179,3576,2,23,496,430,0,0,0,0,1
