,GroundTruth,GroundTruth_DB,FairDEN_v1_min_pts_27_wo_cat,FairDEN_v2_min_pts_27_wo_cat
4942,1,-1,1,3
4943,1,0,4,1
4944,1,0,0,0
4945,1,0,0,0
4946,0,0,0,0
4947,1,0,0,0
4948,1,0,0,0
4949,1,0,4,1
4950,1,0,4,1
4951,1,0,0,0
4952,1,0,1,3
4953,1,0,4,1
4954,1,0,0,0
4955,1,0,4,1
4956,1,0,1,3
4957,1,0,1,3
4958,1,0,0,0
4959,0,0,0,0
4960,1,0,4,1
4961,0,0,1,3
4962,1,0,4,1
4963,0,0,4,1
4964,1,0,4,1
4965,1,0,0,0
4966,0,0,4,1
4967,1,0,4,1
4968,1,0,0,0
4969,1,0,1,3
4970,0,0,4,1
4971,1,-1,2,4
4972,1,-1,2,4
4973,1,0,0,0
4974,1,0,4,1
4975,0,0,1,3
4976,1,0,1,3
4977,1,0,0,0
4978,1,0,4,1
4979,0,-1,2,4
4980,1,0,4,1
4981,1,0,4,1
4982,1,-1,1,3
4983,1,0,0,0
4984,1,0,0,0
4985,1,0,4,1
4986,1,0,0,0
4987,1,0,0,0
4988,0,-1,2,4
4989,1,0,4,1
4990,1,0,0,0
4991,1,0,4,1
4992,1,0,4,1
4993,1,0,4,1
4994,1,0,4,1
4995,1,0,4,1
4996,1,0,0,0
4997,1,0,4,1
4998,1,0,1,3
4999,1,0,0,0
5000,1,0,0,0
5001,1,0,0,0
5002,1,0,4,1
5003,1,0,0,0
5004,1,0,4,1
5005,1,0,0,0
5006,1,0,1,3
5007,0,0,1,3
5008,0,0,4,1
5009,1,0,0,0
5010,1,0,4,1
5011,0,0,0,0
5012,1,-1,3,2
5013,1,0,4,1
5014,1,0,4,1
5015,0,0,0,0
5016,0,0,0,0
5017,0,0,0,0
5018,0,-1,1,3
5019,1,0,0,0
5020,1,-1,1,3
5021,1,0,1,3
5022,1,0,4,1
5023,1,0,1,3
5024,1,0,4,1
5025,0,0,4,1
5026,1,0,4,1
5027,1,0,4,1
5028,1,0,0,0
5029,1,0,4,1
5030,1,0,4,1
5031,1,0,0,0
5032,1,0,0,0
5033,0,0,4,1
5034,1,0,0,0
5035,1,0,0,0
5036,1,0,0,0
5037,0,0,4,1
5038,1,0,1,3
5039,1,0,0,0
5040,1,0,4,1
5041,0,0,0,0
5042,1,0,0,0
5043,1,0,4,1
5044,0,0,0,0
5045,0,0,0,0
5046,1,0,0,0
5047,1,-1,1,3
5048,0,0,0,0
5049,1,0,1,3
5050,1,0,1,3
5051,1,0,0,0
5052,0,0,0,0
5053,1,0,0,0
5054,0,-1,2,4
5055,0,0,0,0
5056,1,0,4,1
5057,0,0,0,0
5058,1,0,0,0
5059,1,0,0,0
5060,1,0,4,1
5061,0,0,4,1
5062,0,0,0,0
5063,1,0,4,1
5064,1,0,0,0
5065,1,0,0,0
5066,1,0,0,0
5067,1,0,4,0
5068,1,0,4,1
5069,1,-1,2,4
5070,0,0,0,0
5071,1,0,4,1
5072,1,-1,1,3
5073,0,0,0,0
5074,1,0,4,1
5075,1,0,4,1
5076,0,0,0,0
5077,1,0,0,0
5078,0,0,4,1
5079,1,0,0,0
5080,1,0,1,3
5081,1,0,1,3
5082,1,0,0,0
5083,1,0,0,0
5084,0,0,4,1
5085,1,0,0,0
5086,1,0,0,0
5087,1,0,4,1
5088,0,0,0,0
5089,1,0,4,1
5090,0,0,0,0
5091,1,0,4,1
5092,1,0,0,0
5093,1,0,0,0
5094,0,0,1,3
5095,1,0,4,1
5096,1,-1,1,3
5097,1,0,4,1
5098,0,0,0,0
5099,1,0,0,0
5100,0,0,0,0
5101,1,0,1,3
5102,0,0,0,0
5103,1,0,1,3
5104,1,0,0,0
5105,1,0,0,0
5106,1,0,1,3
5107,1,0,0,0
5108,1,0,4,1
5109,1,0,4,1
5110,1,0,0,0
5111,1,0,0,0
5112,0,0,4,1
5113,0,0,0,0
5114,1,0,4,1
5115,1,0,4,1
5116,1,0,1,3
5117,1,-1,2,4
5118,1,0,0,0
5119,1,0,4,1
5120,1,0,0,0
5121,0,0,0,0
5122,1,0,4,1
5123,0,0,4,1
5124,0,0,0,0
5125,0,0,0,0
5126,0,0,4,1
5127,0,0,0,0
5128,0,0,1,3
5129,1,-1,1,3
5130,1,0,4,0
5131,1,0,4,1
5132,1,0,0,0
5133,1,0,0,0
5134,0,0,0,0
5135,1,0,4,1
5136,1,0,1,3
5137,1,-1,1,3
5138,0,0,0,0
5139,1,0,0,0
5140,0,0,4,1
5141,1,0,0,0
5142,1,0,4,1
5143,1,0,0,0
5144,1,0,1,3
5145,1,-1,1,3
5146,0,-1,3,2
5147,1,0,0,0
5148,0,0,0,0
5149,1,0,4,1
5150,1,0,0,0
5151,1,0,0,0
5152,1,0,1,3
5153,1,-1,1,3
5154,0,0,4,1
5155,1,0,1,3
5156,0,0,1,3
5157,0,-1,1,3
5158,1,0,4,1
5159,1,0,1,3
5160,1,0,1,3
5161,0,0,1,3
5162,1,0,4,1
5163,1,0,4,1
5164,1,0,1,3
5165,1,0,4,1
5166,1,0,0,0
5167,1,0,0,0
5168,0,0,0,0
5169,1,0,0,0
5170,0,0,1,3
5171,1,0,1,3
5172,1,0,0,0
5173,1,0,4,1
5174,1,0,0,0
5175,1,0,0,0
5176,1,0,4,1
5177,0,0,0,0
5178,1,-1,2,4
5179,1,0,0,0
5180,1,-1,1,3
5181,1,0,4,1
5182,1,0,0,0
5183,1,0,4,1
5184,1,0,4,1
5185,1,0,0,0
5186,1,0,0,0
5187,0,0,0,0
5188,1,0,1,3
5189,1,0,4,1
5190,1,0,4,1
5191,1,0,4,1
5192,1,0,4,1
5193,1,0,0,0
5194,1,0,4,1
5195,0,0,0,0
5196,0,0,4,1
5197,1,-1,1,3
5198,0,0,4,1
5199,1,0,1,3
5200,0,0,1,3
5201,1,0,0,0
5202,1,0,0,0
5203,1,0,0,0
5204,1,0,1,3
5205,0,0,1,3
5206,1,0,4,1
5207,1,0,0,0
5208,1,0,0,0
5209,1,0,4,1
5210,1,0,0,0
5211,1,0,4,1
5212,0,0,4,1
5213,0,-1,1,3
5214,1,0,4,1
5215,1,-1,1,3
5216,1,0,1,3
5217,1,0,4,1
5218,1,0,4,1
5219,0,0,0,0
5220,1,0,0,0
5221,1,0,4,1
5222,1,0,0,0
5223,1,0,0,0
5224,1,0,0,0
5225,0,0,0,0
5226,1,0,4,1
5227,1,0,0,0
5228,1,0,1,3
5229,1,0,4,1
5230,1,0,4,1
5231,0,0,1,3
5232,1,0,0,0
5233,1,0,1,3
5234,1,0,0,0
5235,1,0,0,0
5236,1,0,4,1
5237,0,0,0,0
5238,1,0,4,1
5239,1,0,1,3
5240,1,0,1,3
5241,1,0,0,0
5242,1,-1,1,3
5243,1,0,4,1
5244,1,0,0,0
5245,1,0,4,1
5246,1,0,4,1
5247,1,0,4,1
5248,1,0,0,0
5249,1,0,4,1
5250,0,0,4,1
5251,0,0,0,0
5252,1,0,4,1
5253,1,0,0,0
5254,1,0,4,1
5255,1,-1,1,3
5256,1,0,4,1
5257,1,0,4,1
5258,0,0,0,0
5259,1,0,4,1
5260,1,0,0,0
5261,0,0,0,0
5262,1,0,4,1
5263,0,-1,2,4
5264,1,0,4,1
5265,1,0,4,1
5266,1,0,4,1
5267,1,0,4,1
5268,1,0,4,1
5269,1,0,0,0
5270,1,0,4,1
5271,0,0,0,0
5272,1,0,4,1
5273,1,-1,3,2
5274,1,0,0,0
5275,1,-1,1,3
5276,1,0,4,1
5277,1,-1,2,4
5278,1,0,0,0
5279,1,0,4,1
5280,1,-1,1,3
5281,0,0,4,1
5282,1,0,1,3
5283,1,-1,2,4
5284,1,-1,2,4
5285,1,0,4,1
5286,1,0,1,3
5287,1,0,4,1
5288,1,0,4,1
5289,1,0,4,1
5290,1,0,0,0
5291,1,2,1,3
5292,1,0,4,1
5293,0,0,0,0
5294,0,0,0,0
5295,1,0,4,1
5296,1,0,0,0
5297,1,0,4,1
5298,1,0,4,1
5299,1,0,0,0
5300,1,0,0,0
5301,1,0,0,0
5302,1,0,0,0
5303,1,0,4,1
5304,1,0,4,0
5305,1,0,0,0
5306,1,0,4,1
5307,1,0,0,0
5308,1,0,0,0
5309,1,0,0,0
5310,1,-1,2,4
5311,1,0,0,0
5312,0,0,4,1
5313,1,0,4,1
5314,0,0,0,0
5315,0,0,0,0
5316,1,0,4,1
5317,1,0,4,1
5318,1,0,0,0
5319,1,0,4,1
5320,1,0,0,0
5321,1,0,1,3
5322,1,0,4,1
5323,1,-1,1,3
5324,0,0,1,3
5325,0,0,4,1
5326,0,0,0,0
5327,1,-1,1,3
5328,1,0,0,0
5329,1,0,0,0
5330,1,0,1,3
5331,1,0,0,0
5332,1,0,0,0
5333,1,0,4,1
5334,1,0,1,3
5335,1,0,4,1
5336,1,0,0,0
5337,1,0,4,1
5338,1,0,4,1
5339,1,0,1,3
5340,1,0,0,0
5341,0,0,4,1
5342,1,0,0,0
5343,1,0,1,3
5344,1,0,0,0
5345,1,0,1,3
5346,1,0,1,3
5347,0,0,0,0
5348,1,0,4,1
5349,1,0,4,1
5350,1,0,0,0
5351,1,0,4,1
5352,1,0,1,3
5353,1,0,4,1
5354,1,0,4,1
5355,1,0,1,3
5356,1,0,0,0
5357,0,0,0,0
5358,1,0,0,0
5359,0,0,0,0
5360,1,0,4,1
5361,0,-1,1,3
5362,0,0,1,3
5363,0,0,0,0
5364,1,0,4,1
5365,0,0,4,1
5366,1,0,4,1
5367,0,0,0,0
5368,1,0,0,0
5369,1,0,4,1
5370,1,0,1,3
5371,1,0,4,1
5372,1,-1,2,4
5373,0,0,0,0
5374,0,0,4,1
5375,1,-1,3,2
5376,1,-1,1,3
5377,1,0,4,1
5378,1,-1,2,4
5379,0,0,4,0
5380,1,0,0,0
5381,1,0,0,0
5382,1,-1,2,4
5383,1,0,0,0
5384,1,0,1,3
5385,1,0,0,0
5386,1,0,0,0
5387,1,0,0,0
5388,1,0,1,3
5389,1,0,4,1
5390,1,0,1,3
5391,1,0,0,0
5392,1,0,1,3
5393,1,0,4,1
5394,0,0,0,0
5395,1,-1,1,3
5396,1,0,4,1
5397,0,0,0,0
5398,1,0,0,0
5399,1,0,4,1
5400,0,0,4,1
5401,0,0,1,3
5402,1,0,4,1
5403,1,0,4,1
5404,1,0,4,1
5405,1,0,4,1
5406,1,0,4,1
5407,1,0,1,3
5408,1,0,4,1
5409,0,0,4,1
5410,1,0,4,1
5411,1,0,0,0
5412,1,0,4,1
5413,1,0,4,1
5414,1,0,4,1
5415,1,0,0,0
5416,1,0,4,1
5417,1,0,1,3
5418,1,0,4,1
5419,0,0,1,3
5420,1,0,0,0
5421,1,0,0,0
5422,1,-1,2,4
5423,1,0,4,1
5424,1,-1,3,2
5425,1,0,0,0
5426,1,0,0,0
5427,0,0,0,0
5428,1,0,1,3
5429,1,0,4,1
5430,0,0,4,1
5431,1,0,4,1
5432,0,0,1,3
5433,0,0,4,1
5434,1,-1,3,2
5435,1,0,4,1
5436,1,0,1,3
5437,1,0,4,1
5438,1,0,0,0
5439,1,0,0,0
5440,1,0,4,1
5441,0,0,4,1
5442,1,0,0,0
5443,1,0,0,0
5444,1,0,0,0
5445,1,0,1,3
5446,0,0,0,0
5447,0,0,0,0
5448,1,0,1,3
5449,0,0,4,1
5450,1,0,0,0
5451,1,0,0,0
5452,1,0,4,1
5453,1,-1,1,3
5454,1,0,1,3
5455,1,0,4,1
5456,1,-1,2,4
5457,1,0,0,0
5458,1,0,0,0
5459,1,0,4,1
5460,0,0,0,0
5461,1,0,4,1
5462,0,0,0,0
5463,1,0,0,0
5464,1,0,4,1
5465,1,0,4,1
5466,1,0,4,1
5467,1,0,0,0
5468,1,0,0,0
5469,1,-1,3,2
5470,1,0,0,0
5471,1,-1,2,4
5472,1,0,0,0
5473,1,0,1,3
5474,1,-1,2,4
5475,1,0,4,1
5476,0,0,4,1
5477,1,0,4,1
5478,1,0,4,1
5479,1,0,1,3
5480,1,0,0,0
5481,1,0,0,0
5482,1,0,4,1
5483,1,0,4,1
5484,1,0,1,3
5485,1,0,0,0
5486,1,0,4,1
5487,0,0,4,1
5488,1,0,0,0
5489,1,0,1,3
5490,0,0,4,1
5491,1,0,4,1
5492,1,-1,1,3
5493,1,0,0,0
5494,1,0,0,0
5495,1,0,0,0
5496,1,0,0,0
5497,1,0,0,0
5498,1,-1,1,3
5499,1,0,0,0
5500,1,0,4,1
5501,1,0,4,1
5502,1,0,4,1
5503,1,0,1,3
5504,1,0,1,3
5505,1,0,4,1
5506,1,0,4,1
5507,1,0,4,1
5508,0,0,1,3
5509,0,0,0,0
5510,1,0,4,1
5511,1,0,0,0
5512,1,-1,1,3
5513,0,0,0,0
5514,1,-1,2,4
5515,1,0,0,0
5516,1,0,0,0
5517,1,0,4,1
5518,1,0,0,0
5519,1,0,0,0
5520,1,0,4,1
5521,1,0,0,0
5522,1,0,0,0
5523,1,-1,2,4
5524,1,0,4,1
5525,1,0,4,1
5526,1,0,0,0
5527,1,0,0,0
5528,1,0,4,1
5529,1,0,0,0
5530,1,0,4,1
5531,1,0,0,0
5532,0,0,4,1
5533,0,0,0,0
5534,1,0,4,1
5535,1,0,1,3
5536,0,0,4,1
5537,1,0,0,0
5538,1,-1,2,4
5539,0,0,1,3
5540,1,0,0,0
5541,1,0,1,3
5542,1,0,0,0
5543,1,0,0,0
5544,1,0,4,1
5545,1,0,4,1
5546,0,0,0,0
5547,1,0,1,3
5548,1,0,4,1
5549,0,0,0,0
5550,1,-1,2,4
5551,0,0,0,0
5552,1,0,4,1
5553,1,0,0,0
5554,0,0,0,0
5555,1,0,4,1
5556,1,0,1,3
5557,1,0,4,1
5558,1,0,0,0
5559,1,0,4,1
5560,1,-1,1,3
5561,1,0,0,0
5562,0,0,4,1
5563,1,0,1,3
5564,1,0,0,0
5565,1,0,0,0
5566,1,0,0,0
5567,1,0,0,0
5568,1,0,0,0
5569,1,0,0,0
5570,1,0,0,0
5571,1,-1,2,4
5572,0,0,1,3
5573,1,0,0,0
5574,1,0,0,0
5575,0,0,4,1
5576,1,0,0,0
5577,1,0,4,1
5578,1,0,4,1
5579,0,0,4,1
5580,1,0,1,3
5581,1,0,0,0
5582,1,0,4,1
5583,1,0,0,0
5584,1,0,1,3
5585,0,0,1,3
5586,1,0,4,1
5587,1,0,0,0
5588,1,0,0,0
5589,1,0,0,0
5590,1,-1,2,4
5591,1,0,0,0
5592,1,0,4,1
5593,1,0,4,1
5594,1,0,0,0
5595,1,0,4,1
5596,1,0,4,1
5597,1,0,0,0
5598,1,0,0,0
5599,1,0,1,3
5600,1,4,1,3
5601,0,0,0,0
5602,1,0,1,3
5603,1,0,0,0
5604,1,0,0,0
5605,0,0,0,0
5606,1,0,4,1
5607,1,0,4,1
5608,1,0,1,3
5609,1,0,1,3
5610,1,0,4,1
5611,1,0,0,0
5612,1,0,1,3
5613,1,0,0,0
5614,1,0,4,1
5615,1,0,1,3
5616,1,0,0,0
5617,1,0,4,1
5618,1,0,0,0
5619,1,-1,3,2
5620,0,0,0,0
5621,1,0,0,0
5622,0,0,4,1
5623,1,0,0,0
5624,1,-1,2,4
5625,1,0,0,0
5626,1,0,0,0
5627,0,0,4,1
5628,1,0,0,0
5629,1,-1,1,3
5630,1,0,0,0
5631,1,-1,2,4
5632,1,0,1,3
5633,0,0,4,1
5634,1,0,0,0
5635,1,0,0,0
5636,1,0,1,3
5637,1,0,4,1
5638,1,-1,2,4
5639,1,0,0,0
5640,0,-1,1,3
5641,1,-1,3,2
5642,1,-1,2,4
5643,0,0,4,1
5644,0,0,0,0
5645,1,0,0,0
5646,1,0,4,1
5647,1,0,1,3
5648,1,0,4,1
5649,0,0,4,1
5650,1,0,0,0
5651,1,0,0,0
5652,1,0,4,1
5653,1,0,0,0
5654,1,0,0,0
5655,1,0,4,1
5656,0,0,0,0
5657,0,0,0,0
5658,1,0,0,0
5659,1,0,4,1
5660,1,-1,1,3
5661,1,-1,1,3
5662,1,-1,3,2
5663,1,0,1,3
5664,1,0,0,0
5665,0,0,0,0
5666,1,-1,2,4
5667,0,0,0,0
5668,1,0,0,0
5669,0,0,0,0
5670,1,0,0,0
5671,1,0,0,0
5672,0,0,4,1
5673,1,0,4,1
5674,1,0,4,1
5675,0,0,0,0
5676,1,-1,2,4
5677,1,0,0,0
5678,1,0,0,0
5679,0,0,0,0
5680,0,0,4,1
5681,1,-1,2,4
5682,1,0,0,0
5683,1,0,1,3
5684,1,-1,1,3
5685,0,0,1,3
5686,1,0,0,0
5687,1,-1,2,4
5688,1,0,0,0
5689,0,0,4,1
5690,1,0,4,1
5691,1,0,4,1
5692,1,0,0,0
5693,1,-1,1,3
5694,1,0,4,1
5695,1,0,0,0
5696,0,0,0,0
5697,1,-1,1,3
5698,1,0,4,1
5699,0,0,0,0
5700,1,0,4,1
5701,0,0,0,0
5702,1,0,4,1
5703,1,-1,2,4
5704,1,0,4,1
5705,1,0,1,3
5706,1,0,0,0
5707,1,0,1,3
5708,1,0,1,3
5709,0,0,4,1
5710,1,0,4,1
5711,0,0,4,1
5712,1,0,0,0
5713,0,0,0,0
5714,1,0,4,1
5715,1,0,4,1
5716,1,-1,2,4
5717,0,0,0,0
5718,1,0,0,0
5719,1,0,4,1
5720,1,0,0,0
5721,0,0,4,1
5722,1,0,0,0
5723,1,0,0,0
5724,1,0,0,0
5725,0,0,4,1
5726,1,0,4,1
5727,1,0,4,1
5728,0,0,0,0
5729,0,0,4,1
5730,1,0,0,0
5731,0,0,1,3
5732,1,0,1,3
5733,0,0,0,0
5734,1,0,1,3
5735,1,0,0,0
5736,1,0,4,1
5737,1,0,0,0
5738,1,0,0,0
5739,1,0,4,1
5740,1,0,4,1
5741,1,0,0,0
5742,1,0,4,1
5743,1,0,4,1
5744,1,0,0,0
5745,0,0,0,0
5746,1,0,4,1
5747,1,0,4,1
5748,1,0,4,1
5749,1,0,0,0
5750,1,0,4,1
5751,1,0,4,1
5752,1,0,4,1
5753,1,0,0,0
5754,1,0,0,0
5755,1,0,0,0
5756,1,0,4,1
5757,1,0,0,0
5758,1,0,4,1
5759,1,0,0,0
5760,0,0,4,1
5761,0,0,0,0
5762,1,0,4,1
5763,1,0,1,3
5764,1,0,0,0
5765,1,0,0,0
5766,1,0,1,3
5767,1,-1,1,3
5768,1,0,0,0
5769,1,0,4,1
5770,1,0,4,1
5771,1,0,0,0
5772,1,0,0,0
5773,1,0,1,3
5774,1,0,4,1
5775,0,0,4,1
5776,1,0,1,3
5777,1,0,1,3
5778,1,0,4,1
5779,1,0,4,1
5780,1,0,0,0
5781,1,-1,1,3
5782,0,0,4,1
5783,1,-1,2,4
5784,1,-1,2,4
5785,1,0,0,0
5786,1,0,1,3
5787,0,0,4,1
5788,1,0,0,0
5789,1,0,0,0
5790,0,0,0,0
5791,0,0,4,1
5792,0,-1,2,4
5793,1,0,4,1
5794,0,0,0,0
5795,1,0,4,1
5796,1,0,4,1
5797,1,0,1,3
5798,1,0,0,0
5799,1,0,1,3
5800,1,0,0,0
5801,0,0,0,0
5802,0,0,1,3
5803,1,0,0,0
5804,1,0,0,0
5805,1,0,4,1
5806,0,0,4,1
5807,1,0,1,3
5808,1,0,0,0
5809,1,0,1,3
5810,0,-1,2,4
5811,1,0,4,1
5812,0,0,0,0
5813,1,0,0,0
5814,1,0,0,0
5815,1,0,4,1
5816,1,-1,2,4
5817,1,0,0,0
5818,1,0,1,3
5819,1,-1,1,3
5820,1,0,4,1
5821,0,0,1,3
5822,1,0,0,0
5823,1,0,4,1
5824,1,0,1,3
5825,1,-1,2,4
5826,1,0,4,1
5827,0,0,4,1
5828,0,0,0,0
5829,1,0,0,0
5830,1,0,1,3
5831,1,0,1,3
5832,1,0,1,3
5833,1,0,4,1
5834,1,0,0,0
5835,1,0,4,1
5836,1,0,1,3
5837,1,0,4,1
5838,1,0,1,3
5839,0,0,0,0
5840,1,0,4,1
5841,1,0,4,1
5842,1,0,0,0
5843,1,0,0,0
5844,1,0,1,3
5845,0,0,4,1
5846,1,0,4,1
5847,1,0,1,3
5848,1,0,4,1
5849,0,0,4,1
5850,0,0,1,3
5851,1,-1,2,4
5852,1,-1,3,2
5853,1,-1,1,3
5854,1,0,0,0
5855,1,0,4,1
5856,1,0,4,1
5857,1,0,0,0
5858,0,0,0,0
5859,0,0,0,0
5860,1,0,0,0
5861,1,0,0,0
5862,1,0,4,1
5863,1,0,1,3
5864,1,0,4,1
5865,1,0,1,3
5866,1,0,4,1
5867,0,0,0,0
5868,1,0,4,1
5869,0,0,1,3
5870,1,0,4,1
5871,1,0,0,0
5872,1,-1,2,4
5873,1,0,1,3
5874,1,0,0,0
5875,0,0,0,0
5876,1,0,4,1
5877,1,0,1,3
5878,1,0,0,0
5879,1,0,0,0
5880,0,0,4,1
5881,1,0,0,0
5882,1,0,4,1
5883,1,0,4,1
5884,1,0,0,0
5885,1,0,0,0
5886,1,0,0,0
5887,0,0,1,3
5888,1,0,4,1
5889,1,-1,1,3
5890,1,0,0,0
5891,1,0,4,1
5892,0,0,0,0
5893,1,0,0,0
5894,1,0,0,0
5895,0,0,0,0
5896,1,0,0,0
5897,1,0,0,0
5898,1,0,0,0
5899,0,-1,3,2
5900,1,0,4,1
5901,1,0,0,0
5902,0,0,4,1
5903,1,0,1,3
5904,1,0,0,0
5905,0,0,0,0
5906,1,0,4,1
5907,1,0,4,1
5908,1,0,4,1
5909,1,0,4,1
5910,1,0,0,0
5911,1,0,4,1
5912,1,0,0,0
5913,1,0,0,0
5914,1,0,1,3
5915,1,0,0,0
5916,1,0,0,0
5917,1,-1,1,3
5918,1,0,4,1
5919,1,0,4,1
5920,1,-1,1,3
5921,0,0,1,3
5922,1,-1,1,3
5923,1,0,4,1
5924,0,0,4,1
5925,1,0,4,1
5926,1,0,0,0
5927,1,0,0,0
5928,0,0,0,0
5929,1,0,4,1
5930,1,0,0,0
5931,1,0,1,3
5932,1,0,4,1
5933,1,0,1,3
5934,1,0,0,0
5935,1,-1,1,3
5936,1,0,4,1
5937,1,0,4,1
5938,1,0,4,1
5939,1,0,4,1
5940,1,0,0,0
5941,1,0,0,0
5942,1,-1,2,4
5943,1,0,4,1
5944,1,0,4,1
5945,0,0,0,0
5946,0,0,4,1
5947,0,0,0,0
5948,1,-1,1,3
5949,1,0,4,1
5950,1,0,1,3
5951,1,0,0,0
5952,1,0,4,1
5953,1,0,1,3
5954,0,0,0,0
5955,1,0,1,3
5956,1,0,4,1
5957,0,0,0,0
5958,1,0,4,1
5959,1,0,4,1
5960,1,0,0,0
5961,0,0,0,0
5962,0,0,0,0
5963,1,-1,2,4
5964,1,0,4,1
5965,1,0,4,1
5966,1,0,0,0
5967,1,0,4,1
5968,1,0,0,0
5969,1,0,1,3
5970,1,0,4,1
5971,1,0,4,1
5972,1,0,4,1
5973,1,0,4,1
5974,1,-1,1,3
5975,1,0,0,0
5976,1,0,0,0
5977,0,0,0,0
5978,1,0,1,3
5979,1,0,4,1
5980,1,-1,1,3
5981,0,0,0,0
5982,1,0,4,1
5983,1,-1,2,4
5984,1,0,0,0
5985,1,0,0,0
5986,1,0,0,0
5987,0,0,4,1
5988,1,0,0,0
5989,0,0,0,0
5990,0,0,0,0
5991,1,0,0,0
5992,0,0,0,0
5993,1,0,0,0
5994,0,0,4,1
5995,1,0,0,0
5996,1,0,0,0
5997,1,0,1,3
5998,1,0,0,0
5999,0,-1,2,4
6000,1,0,1,3
6001,1,0,4,1
6002,1,0,1,3
6003,0,0,1,3
6004,1,0,4,1
6005,1,0,0,0
6006,1,-1,2,4
6007,1,-1,1,3
6008,0,0,0,0
6009,0,0,1,3
6010,1,0,4,1
6011,1,0,4,1
6012,1,0,4,1
6013,1,0,1,3
6014,0,0,0,0
6015,1,0,4,1
6016,1,0,4,1
6017,1,0,4,1
6018,0,0,4,1
6019,0,0,4,1
6020,1,0,1,3
6021,0,0,0,0
6022,1,0,4,1
6023,1,0,1,3
6024,1,0,4,1
6025,0,0,4,1
6026,1,0,4,1
6027,0,0,0,0
6028,0,0,0,0
6029,0,0,0,0
6030,1,-1,2,4
6031,1,0,0,0
6032,1,0,4,1
6033,1,0,1,3
6034,1,0,0,0
6035,1,0,4,1
6036,1,0,4,1
6037,1,0,4,1
6038,1,0,1,3
6039,1,0,0,0
6040,1,0,4,1
6041,1,0,4,1
6042,1,-1,2,4
6043,1,-1,2,4
6044,1,0,4,1
6045,1,0,4,1
6046,0,0,0,0
6047,0,-1,2,4
6048,1,-1,2,4
6049,1,0,0,0
6050,0,0,1,3
6051,1,0,4,1
6052,0,0,4,1
6053,1,-1,1,3
6054,1,-1,2,4
6055,1,0,4,1
6056,1,0,0,0
6057,0,0,4,1
6058,0,0,0,0
6059,0,0,4,1
6060,1,0,0,0
6061,0,0,4,1
6062,0,0,0,0
6063,1,0,4,1
6064,1,2,1,3
6065,1,-1,2,4
6066,1,-1,1,3
6067,1,0,0,0
6068,0,0,0,0
6069,1,-1,1,3
6070,0,-1,1,3
6071,0,0,0,0
6072,0,0,4,1
6073,1,0,4,1
6074,1,0,1,3
6075,1,-1,1,3
6076,1,0,4,1
6077,1,0,4,1
6078,0,0,0,0
6079,1,0,0,0
6080,1,0,4,1
6081,0,0,0,0
6082,0,0,4,1
6083,1,0,4,1
6084,1,-1,1,3
6085,0,0,4,1
6086,1,0,4,1
6087,1,0,4,1
6088,1,0,1,3
6089,1,0,1,3
6090,1,0,0,0
6091,1,0,4,1
6092,1,0,4,1
6093,0,0,0,0
6094,0,0,4,1
6095,0,0,1,3
6096,0,0,4,1
6097,1,0,0,0
6098,1,0,0,0
6099,1,-1,2,4
6100,0,0,4,1
6101,0,0,1,3
6102,1,0,1,3
6103,0,0,4,1
6104,1,0,1,3
6105,1,-1,3,2
6106,0,0,4,1
6107,1,0,4,1
6108,0,0,4,1
6109,1,0,4,1
6110,1,0,4,1
6111,0,0,0,0
6112,0,0,0,0
6113,1,-1,1,3
6114,1,0,4,1
6115,1,-1,1,3
6116,1,0,1,3
6117,1,-1,1,3
6118,1,0,4,1
6119,1,0,4,1
6120,1,0,4,1
6121,1,0,4,1
6122,1,0,4,1
6123,1,0,0,0
6124,0,-1,3,2
6125,1,0,1,3
6126,1,0,0,0
6127,0,-1,1,3
6128,0,0,0,0
6129,0,0,0,0
6130,0,0,0,0
6131,1,0,1,3
6132,1,0,4,1
6133,1,0,4,1
6134,0,0,0,0
6135,1,-1,1,3
6136,1,0,4,1
6137,0,0,1,3
6138,1,0,1,3
6139,1,-1,1,3
6140,0,0,0,0
6141,1,-1,2,4
6142,1,0,4,1
6143,0,0,0,0
6144,1,0,0,0
6145,1,0,0,0
6146,1,0,1,3
6147,1,0,0,0
6148,0,0,4,1
6149,1,0,4,1
6150,0,0,4,1
6151,0,0,1,3
6152,1,0,4,1
6153,1,0,4,1
6154,0,0,1,3
6155,0,0,4,1
6156,0,0,4,1
6157,0,0,1,3
6158,1,-1,2,4
6159,1,0,1,3
6160,0,0,0,0
6161,1,0,0,0
6162,1,0,4,1
6163,1,-1,2,3
6164,1,0,4,1
6165,0,0,0,0
6166,1,0,4,1
6167,1,0,4,1
6168,1,0,4,1
6169,1,0,4,1
6170,1,0,0,0
6171,1,0,0,0
6172,1,0,0,0
6173,1,0,1,3
6174,1,0,0,0
6175,0,0,4,1
6176,1,-1,1,3
6177,1,0,0,0
6178,0,0,0,0
6179,1,0,1,3
6180,1,0,4,1
6181,1,0,4,1
6182,1,0,4,1
6183,1,0,4,1
6184,1,0,0,0
6185,1,0,0,0
6186,1,0,4,1
6187,1,0,4,1
6188,1,-1,2,4
6189,1,0,0,0
6190,1,0,0,0
6191,1,0,0,0
6192,1,0,0,0
6193,1,0,0,0
6194,1,0,0,0
6195,0,0,4,1
