,GroundTruth,GroundTruth_DB,FairDEN_v1_min_pts_27_wo_cat,FairDEN_v2_min_pts_27_wo_cat
3939,1,0,0,0
3940,1,0,1,1
3941,0,-1,3,3
3942,1,0,1,1
3943,1,0,1,1
3944,1,0,1,1
3945,1,0,4,2
3946,1,0,1,1
3947,1,0,1,1
3948,1,0,0,0
3949,1,0,1,1
3950,0,0,1,1
3951,1,0,0,0
3952,1,0,0,0
3953,1,0,1,1
3954,1,0,1,1
3955,0,0,0,0
3956,1,-1,2,4
3957,1,0,1,1
3958,1,0,1,1
3959,0,0,1,1
3960,0,0,4,2
3961,1,0,1,1
3962,0,0,0,0
3963,0,0,4,2
3964,1,0,1,1
3965,1,0,0,0
3966,0,0,0,0
3967,1,0,0,0
3968,0,0,0,0
3969,0,0,1,1
3970,1,0,0,0
3971,0,0,0,0
3972,0,-1,2,4
3973,1,-1,4,2
3974,1,0,0,0
3975,1,0,1,1
3976,0,0,0,0
3977,1,0,0,0
3978,1,0,0,0
3979,1,0,1,1
3980,1,0,1,1
3981,1,0,1,1
3982,1,0,1,1
3983,0,0,0,0
3984,1,0,1,1
3985,0,0,1,1
3986,1,-1,4,2
3987,1,0,0,0
3988,0,0,0,0
3989,0,0,0,0
3990,1,0,0,0
3991,1,0,0,0
3992,1,0,1,1
3993,1,0,1,1
3994,1,0,0,0
3995,1,-1,2,4
3996,1,0,1,1
3997,1,0,4,2
3998,1,0,0,0
3999,0,0,0,0
4000,1,0,1,1
4001,1,0,0,0
4002,1,0,1,1
4003,1,-1,4,2
4004,1,0,0,0
4005,1,0,4,2
4006,0,0,1,1
4007,1,0,4,2
4008,1,0,0,0
4009,1,0,4,2
4010,1,-1,4,2
4011,1,0,0,0
4012,1,0,1,1
4013,0,0,0,0
4014,1,0,1,1
4015,1,0,0,0
4016,1,0,0,0
4017,0,0,1,1
4018,0,0,1,1
4019,1,0,0,0
4020,1,0,1,1
4021,1,0,1,1
4022,1,0,0,0
4023,0,0,4,2
4024,1,0,0,0
4025,1,0,1,1
4026,1,0,0,0
4027,1,0,0,0
4028,1,-1,2,4
4029,1,-1,3,3
4030,1,-1,2,4
4031,1,0,0,0
4032,1,0,4,2
4033,0,0,0,0
4034,0,0,0,0
4035,1,0,0,0
4036,1,0,1,1
4037,0,0,0,0
4038,0,0,1,1
4039,1,0,1,1
4040,1,0,0,0
4041,1,0,0,0
4042,1,0,4,2
4043,1,0,1,1
4044,1,0,1,1
4045,0,0,1,1
4046,1,0,0,0
4047,0,0,0,0
4048,1,0,0,0
4049,1,0,1,1
4050,1,0,1,1
4051,1,0,1,1
4052,1,0,1,1
4053,1,0,0,0
4054,1,0,0,0
4055,1,0,1,1
4056,1,-1,2,4
4057,1,0,1,1
4058,1,0,0,0
4059,1,0,0,0
4060,0,0,4,2
4061,1,0,1,1
4062,0,0,0,0
4063,1,0,1,1
4064,1,0,0,0
4065,1,0,0,0
4066,1,0,1,1
4067,0,0,1,1
4068,0,0,1,1
4069,1,-1,2,4
4070,0,0,1,1
4071,1,0,1,1
4072,0,0,0,0
4073,1,0,1,1
4074,1,-1,2,4
4075,0,0,4,2
4076,1,0,4,2
4077,1,0,0,0
4078,1,0,0,0
4079,1,0,0,0
4080,1,0,4,2
4081,1,0,4,2
4082,1,0,0,0
4083,1,-1,2,4
4084,0,0,0,0
4085,1,0,0,0
4086,1,0,0,0
4087,1,0,1,1
4088,1,0,1,1
4089,1,0,1,1
4090,1,0,0,0
4091,1,0,1,1
4092,0,0,1,1
4093,1,0,1,1
4094,1,0,4,2
4095,0,0,1,1
4096,1,0,1,1
4097,1,0,1,1
4098,0,0,1,1
4099,1,-1,2,4
4100,0,0,1,1
4101,1,0,4,2
4102,0,0,0,0
4103,1,-1,4,2
4104,1,0,1,1
4105,1,0,0,0
4106,1,0,1,1
4107,1,0,0,0
4108,1,0,0,0
4109,1,0,0,0
4110,0,0,0,0
4111,0,0,1,1
4112,0,0,0,0
4113,1,0,1,1
4114,0,0,0,0
4115,1,0,1,1
4116,1,0,0,0
4117,1,0,4,1
4118,1,0,1,1
4119,1,-1,2,4
4120,1,0,4,2
4121,1,0,0,0
4122,1,0,1,1
4123,1,0,1,1
4124,1,-1,4,2
4125,1,0,0,0
4126,1,0,4,2
4127,1,0,0,0
4128,0,0,0,0
4129,0,0,0,0
4130,1,0,1,1
4131,1,0,0,0
4132,0,0,1,1
4133,1,-1,4,2
4134,1,0,1,1
4135,0,0,0,0
4136,0,0,0,0
4137,1,0,1,1
4138,1,0,1,1
4139,1,0,4,2
4140,1,0,4,2
4141,0,0,1,1
4142,0,0,1,1
4143,1,-1,2,4
4144,1,0,1,1
4145,1,0,4,2
4146,1,0,1,1
4147,1,0,1,1
4148,1,0,1,1
4149,1,0,0,0
4150,0,0,4,2
4151,1,0,1,1
4152,1,0,0,0
4153,1,0,4,2
4154,0,0,0,0
4155,0,0,4,2
4156,1,0,0,0
4157,1,3,4,2
4158,0,0,0,0
4159,0,0,0,0
4160,1,0,0,0
4161,1,0,4,2
4162,1,0,4,2
4163,0,0,0,0
4164,1,0,4,2
4165,1,0,4,2
4166,1,0,0,0
4167,1,0,0,0
4168,1,-1,4,2
4169,1,0,0,0
4170,1,0,4,2
4171,1,0,0,0
4172,1,0,4,2
4173,1,0,0,0
4174,1,0,1,1
4175,1,0,1,1
4176,1,-1,3,3
4177,1,0,1,1
4178,1,-1,4,2
4179,1,0,0,0
4180,1,0,1,1
4181,1,0,1,1
4182,1,0,1,1
4183,1,0,0,0
4184,0,0,1,1
4185,1,0,0,0
4186,1,0,0,0
4187,1,-1,4,2
4188,0,0,4,2
4189,1,0,4,2
4190,1,0,4,2
4191,0,0,0,0
4192,1,0,0,0
4193,0,-1,2,4
4194,1,0,1,1
4195,1,0,1,1
4196,0,0,0,0
4197,1,0,0,0
4198,1,0,0,0
4199,1,-1,2,4
4200,1,0,0,0
4201,1,0,0,0
4202,0,0,1,1
4203,1,0,4,2
4204,1,0,0,0
4205,1,0,0,0
4206,0,0,0,0
4207,1,0,0,0
4208,1,0,1,1
4209,1,0,0,0
4210,1,0,4,2
4211,1,0,1,1
4212,1,0,1,1
4213,1,0,1,1
4214,1,0,1,1
4215,1,0,1,0
4216,1,0,1,1
4217,1,0,0,0
4218,1,0,4,2
4219,1,0,1,1
4220,1,0,1,1
4221,1,0,0,0
4222,1,0,0,0
4223,1,-1,4,2
4224,1,-1,2,4
4225,1,0,4,2
4226,0,0,0,0
4227,1,0,0,0
4228,1,0,0,0
4229,0,0,0,0
4230,0,0,0,0
4231,1,-1,2,4
4232,1,-1,2,4
4233,1,0,0,0
4234,1,0,4,2
4235,1,0,4,2
4236,0,0,1,1
4237,1,0,1,1
4238,1,0,0,0
4239,1,0,0,0
4240,0,0,0,0
4241,1,0,1,1
4242,0,-1,4,2
4243,1,0,0,0
4244,0,0,0,0
4245,1,0,1,1
4246,1,0,1,1
4247,1,0,0,0
4248,1,0,0,0
4249,1,0,4,2
4250,0,0,1,1
4251,0,0,1,1
4252,0,0,0,0
4253,1,0,0,0
4254,1,0,0,0
4255,1,0,1,1
4256,1,0,1,1
4257,1,0,1,1
4258,1,0,0,0
4259,1,0,1,1
4260,0,0,0,0
4261,1,0,1,1
4262,1,0,4,2
4263,1,0,1,1
4264,1,0,1,1
4265,1,-1,4,2
4266,0,0,0,0
4267,0,0,1,1
4268,1,0,1,1
4269,1,-1,2,4
4270,1,0,1,1
4271,1,0,0,0
4272,1,0,0,0
4273,1,0,4,2
4274,1,0,0,0
4275,1,0,0,0
4276,1,0,0,0
4277,1,0,1,1
4278,1,0,4,2
4279,1,0,4,2
4280,1,0,1,1
4281,1,0,0,0
4282,1,0,0,0
4283,1,0,1,1
4284,1,-1,2,4
4285,1,0,1,1
4286,0,0,1,1
4287,1,0,0,0
4288,1,0,1,1
4289,1,-1,2,4
4290,1,0,0,0
4291,1,0,1,1
4292,1,0,1,1
4293,1,0,0,0
4294,1,0,1,1
4295,1,0,1,1
4296,1,0,1,1
4297,1,0,1,1
4298,1,0,1,1
4299,1,-1,2,4
4300,1,0,1,1
4301,1,0,0,0
4302,0,-1,2,4
4303,1,0,1,1
4304,1,0,0,0
4305,1,0,1,1
4306,1,0,4,2
4307,1,0,0,0
4308,1,0,1,1
4309,1,-1,2,4
4310,1,0,1,1
4311,1,0,1,1
4312,1,0,0,0
4313,1,0,0,0
4314,1,0,0,0
4315,1,0,1,0
4316,0,0,0,0
4317,0,0,0,0
4318,1,0,1,1
4319,0,0,0,0
4320,1,0,0,0
4321,1,0,0,0
4322,1,0,4,2
4323,1,0,0,0
4324,0,0,0,0
4325,1,0,0,0
4326,1,-1,4,2
4327,1,0,1,1
4328,1,0,4,2
4329,1,0,0,0
4330,1,1,4,2
4331,1,0,4,2
4332,0,0,1,1
4333,1,0,0,0
4334,0,0,0,0
4335,1,0,1,1
4336,1,0,0,0
4337,1,0,1,1
4338,0,-1,4,2
4339,1,0,0,0
4340,0,0,1,1
4341,0,0,1,1
4342,1,0,0,0
4343,0,0,1,1
4344,0,0,1,1
4345,1,0,4,2
4346,1,-1,4,2
4347,1,0,1,1
4348,0,-1,2,4
4349,1,0,4,2
4350,1,0,4,2
4351,1,0,1,1
4352,1,0,4,2
4353,0,0,1,1
4354,1,-1,4,2
4355,1,0,0,0
4356,0,0,0,0
4357,1,0,4,2
4358,1,0,0,0
4359,1,0,0,0
4360,1,-1,2,4
4361,1,0,0,0
4362,1,0,0,0
4363,1,0,1,1
4364,1,-1,2,4
4365,1,0,4,2
4366,1,0,0,0
4367,1,0,1,1
4368,1,0,1,1
4369,1,0,0,0
4370,0,0,1,1
4371,1,0,4,2
4372,1,0,0,0
4373,1,0,0,0
4374,1,-1,4,2
4375,1,0,1,1
4376,1,0,1,1
4377,1,0,4,2
4378,1,0,1,1
4379,1,0,1,1
4380,1,-1,4,2
4381,1,0,0,0
4382,1,-1,2,4
4383,1,0,4,2
4384,1,0,1,1
4385,1,0,1,1
4386,1,0,0,0
4387,1,0,1,1
4388,1,0,1,1
4389,1,0,1,1
4390,1,0,4,2
4391,0,0,1,1
4392,1,0,0,0
4393,1,0,1,1
4394,1,-1,2,4
4395,1,0,1,1
4396,1,0,1,1
4397,1,0,1,1
4398,1,0,0,0
4399,1,-1,2,4
4400,1,0,0,0
4401,1,0,0,0
4402,1,0,0,0
4403,1,0,0,0
4404,1,-1,2,4
4405,1,0,4,2
4406,1,0,1,1
4407,1,0,1,1
4408,0,0,0,0
4409,1,-1,2,4
4410,1,0,1,1
4411,1,0,0,0
4412,1,-1,4,2
4413,1,0,1,1
4414,0,0,0,0
4415,1,0,1,1
4416,1,0,0,0
4417,0,0,0,0
4418,1,0,0,0
4419,1,0,0,0
4420,0,0,0,0
4421,1,0,0,0
4422,0,0,0,0
4423,1,0,0,0
4424,1,0,1,1
4425,1,0,1,1
4426,1,0,1,1
4427,0,0,1,1
4428,1,0,1,1
4429,1,0,1,1
4430,1,0,0,0
4431,1,0,1,1
4432,1,0,1,1
4433,1,0,1,1
4434,1,0,4,2
4435,1,0,4,2
4436,1,0,0,0
4437,1,0,1,1
4438,0,0,1,1
4439,1,0,1,1
4440,1,0,1,1
4441,1,0,1,1
4442,1,0,1,1
4443,1,0,1,1
4444,1,0,1,1
4445,1,0,1,1
4446,1,0,0,0
4447,1,-1,2,4
4448,1,0,0,0
4449,1,-1,4,2
4450,1,0,0,0
4451,1,0,1,1
4452,1,0,1,1
4453,1,0,1,1
4454,1,0,1,1
4455,1,0,1,1
4456,1,0,0,0
4457,0,0,0,0
4458,1,0,0,0
4459,0,0,0,0
4460,1,0,1,1
4461,1,0,0,0
4462,0,0,0,0
4463,1,0,1,1
4464,1,0,0,0
4465,0,0,1,1
4466,0,0,1,1
4467,0,0,0,0
4468,1,0,0,0
4469,1,0,0,0
4470,1,0,0,0
4471,0,0,0,0
4472,1,0,0,0
4473,1,0,1,1
4474,1,0,0,0
4475,1,0,0,0
4476,1,-1,4,2
4477,1,-1,2,4
4478,0,0,1,1
4479,1,0,1,1
4480,1,0,1,1
4481,0,0,0,0
4482,1,0,4,2
4483,1,0,1,1
4484,1,0,0,0
4485,1,0,0,0
4486,1,0,1,1
4487,1,0,1,1
4488,1,-1,4,2
4489,1,0,1,1
4490,0,0,4,2
4491,0,0,0,0
4492,1,0,1,1
4493,1,0,0,0
4494,0,0,1,1
4495,1,0,0,0
4496,1,0,0,0
4497,1,-1,4,2
4498,1,0,0,0
4499,0,0,0,0
4500,1,0,4,2
4501,1,0,1,1
4502,1,0,0,0
4503,1,0,1,1
4504,1,0,1,1
4505,1,0,1,1
4506,1,0,1,1
4507,1,0,0,0
4508,1,0,1,1
4509,1,0,4,2
4510,0,0,4,2
4511,1,0,1,1
4512,1,0,1,1
4513,1,-1,2,4
4514,0,0,1,1
4515,1,0,1,1
4516,1,-1,2,4
4517,1,-1,3,3
4518,0,0,1,1
4519,0,0,1,1
4520,1,0,0,0
4521,1,0,1,1
4522,0,0,0,0
4523,1,0,4,2
4524,0,0,1,1
4525,1,0,1,1
4526,1,0,1,1
4527,1,0,1,1
4528,1,0,1,1
4529,0,0,1,1
4530,1,0,4,2
4531,1,0,1,1
4532,1,0,0,0
4533,0,0,0,0
4534,1,0,1,1
4535,1,0,1,1
4536,0,0,0,0
4537,1,0,1,1
4538,0,0,0,0
4539,1,0,0,0
4540,1,0,0,0
4541,1,0,0,0
4542,0,0,1,1
4543,0,0,4,2
4544,1,0,1,1
4545,0,0,0,0
4546,1,0,0,0
4547,0,0,1,1
4548,1,0,4,2
4549,1,0,0,0
4550,1,0,1,1
4551,0,0,0,0
4552,1,0,1,1
4553,0,0,0,0
4554,1,0,0,0
4555,0,0,0,0
4556,1,0,0,0
4557,0,0,1,1
4558,1,0,1,1
4559,0,0,0,0
4560,1,0,1,1
4561,0,0,0,0
4562,1,0,1,1
4563,1,0,1,1
4564,1,0,1,1
4565,1,0,1,1
4566,1,-1,2,4
4567,1,0,0,0
4568,1,0,1,1
4569,0,0,1,1
4570,1,-1,2,4
4571,1,0,1,1
4572,1,0,1,1
4573,1,0,0,0
4574,1,0,1,1
4575,1,0,0,0
4576,1,0,1,1
4577,0,0,1,1
4578,0,0,0,0
4579,1,0,1,1
4580,1,0,0,0
4581,1,0,1,1
4582,1,0,1,1
4583,1,0,0,0
4584,1,0,0,0
4585,1,0,0,0
4586,1,0,1,1
4587,1,0,1,1
4588,1,-1,2,4
4589,1,0,0,0
4590,1,0,0,0
4591,0,0,0,0
4592,1,0,1,1
4593,0,0,1,1
4594,1,0,0,0
4595,1,0,0,0
4596,1,0,4,2
4597,1,-1,4,2
4598,1,0,1,1
4599,0,0,0,0
4600,1,0,0,0
4601,1,0,1,1
4602,1,0,0,0
4603,1,0,1,1
4604,1,0,0,0
4605,1,0,1,1
4606,1,-1,4,2
4607,1,0,4,2
4608,1,0,4,2
4609,1,-1,2,4
4610,1,0,1,1
4611,0,0,0,0
4612,1,0,1,1
4613,1,0,0,0
4614,0,0,4,2
4615,1,0,1,1
4616,1,0,0,0
4617,1,0,0,0
4618,1,0,1,1
4619,1,0,1,1
4620,1,0,0,0
4621,1,0,1,1
4622,0,0,0,0
4623,1,0,1,1
4624,1,0,1,1
4625,1,0,0,0
4626,1,0,4,2
4627,1,0,1,1
4628,1,-1,2,4
4629,1,0,0,0
4630,1,0,0,0
4631,1,0,1,1
4632,0,0,1,1
4633,0,-1,2,4
4634,1,0,1,1
4635,1,0,1,1
4636,0,0,1,1
4637,0,-1,2,4
4638,1,0,0,0
4639,1,0,0,0
4640,1,0,4,2
4641,0,0,1,1
4642,1,0,1,1
4643,1,0,4,2
4644,1,-1,2,4
4645,1,-1,2,4
4646,1,0,0,0
4647,1,0,1,1
4648,1,0,1,1
4649,1,0,0,0
4650,0,0,0,0
4651,1,0,1,1
4652,0,0,1,1
4653,1,0,0,0
4654,1,0,1,1
4655,0,0,1,1
4656,1,0,0,0
4657,1,-1,4,2
4658,1,0,1,1
4659,0,0,1,1
4660,1,0,0,0
4661,1,0,1,1
4662,1,0,1,1
4663,1,0,1,1
4664,0,0,0,1
4665,0,-1,2,4
4666,0,0,0,0
4667,1,0,0,0
4668,1,0,0,0
4669,0,0,0,0
4670,1,0,0,0
4671,1,0,4,2
4672,1,-1,2,4
4673,1,0,1,1
4674,1,0,4,2
4675,1,0,0,0
4676,1,0,1,1
4677,1,0,4,2
4678,1,0,0,0
4679,1,0,0,0
4680,0,0,4,2
4681,1,0,0,0
4682,1,0,1,1
4683,1,0,1,1
4684,0,0,0,0
4685,1,0,0,0
4686,1,0,4,2
4687,1,0,1,1
4688,0,0,0,0
4689,0,0,0,0
4690,1,0,0,0
4691,1,0,1,1
4692,1,0,0,0
4693,1,0,1,1
4694,1,0,4,2
4695,1,-1,2,4
4696,1,-1,2,4
4697,1,0,4,2
4698,1,0,1,1
4699,0,0,1,1
4700,1,0,1,1
4701,1,0,0,0
4702,1,-1,2,4
4703,0,0,0,0
4704,1,0,4,2
4705,1,0,4,2
4706,1,0,1,1
4707,1,0,0,0
4708,1,0,1,1
4709,1,0,1,1
4710,1,0,1,1
4711,0,0,0,0
4712,1,0,0,0
4713,0,0,0,0
4714,1,-1,4,2
4715,1,-1,2,4
4716,1,0,4,2
4717,1,0,1,1
4718,0,0,0,0
4719,1,-1,2,4
4720,1,0,1,1
4721,1,0,0,0
4722,1,-1,2,4
4723,0,0,0,0
4724,1,0,4,2
4725,1,0,0,0
4726,1,-1,2,4
4727,1,0,1,1
4728,0,0,4,2
4729,1,0,1,1
4730,0,0,1,1
4731,1,0,0,0
4732,1,-1,2,4
4733,1,0,1,1
4734,1,0,0,0
4735,0,0,0,0
4736,1,0,1,1
4737,1,0,0,0
4738,0,0,0,0
4739,1,0,1,1
4740,1,0,0,0
4741,1,-1,4,2
4742,1,0,1,1
4743,1,0,0,0
4744,1,0,1,1
4745,0,0,0,0
4746,1,-1,4,2
4747,0,0,1,1
4748,1,-1,4,2
4749,1,0,1,1
4750,1,0,0,0
4751,0,0,1,1
4752,0,0,1,1
4753,1,0,0,0
4754,1,0,1,1
4755,1,0,4,2
4756,1,0,1,1
4757,1,0,0,0
4758,1,0,1,1
4759,1,-1,2,4
4760,1,0,0,0
4761,1,0,1,1
4762,0,-1,2,4
4763,1,0,0,0
4764,0,0,0,0
4765,1,0,0,0
4766,1,-1,2,4
4767,1,0,0,0
4768,1,0,4,2
4769,1,-1,4,2
4770,1,-1,2,4
4771,1,0,4,2
4772,0,0,0,0
4773,0,0,0,0
4774,1,0,1,1
4775,1,0,0,0
4776,1,0,0,0
4777,1,0,0,0
4778,1,0,0,0
4779,1,0,4,2
4780,1,0,0,0
4781,1,0,1,1
4782,1,-1,4,2
4783,1,-1,4,2
4784,1,0,4,2
4785,1,0,4,2
4786,1,0,0,0
4787,1,0,1,1
4788,1,0,0,0
4789,1,0,4,2
4790,1,0,0,0
4791,1,0,1,1
4792,0,0,4,2
4793,1,0,1,1
4794,1,0,1,1
4795,1,0,4,2
4796,1,0,1,1
4797,1,-1,4,2
4798,1,0,0,0
4799,0,0,0,0
4800,1,0,0,0
4801,0,0,0,0
4802,1,0,4,2
4803,1,0,4,2
4804,1,0,0,0
4805,1,0,1,1
4806,0,0,0,0
4807,1,0,0,0
4808,1,0,1,1
4809,1,0,1,1
4810,1,0,0,0
4811,1,0,1,1
4812,0,0,0,0
4813,0,0,1,1
4814,0,0,1,1
4815,1,0,1,1
4816,0,0,1,1
4817,1,0,1,1
4818,0,0,0,0
4819,1,0,4,2
4820,1,0,4,2
4821,0,0,1,1
4822,1,0,0,0
4823,0,0,0,0
4824,0,0,0,0
4825,1,-1,2,4
4826,0,0,0,0
4827,1,-1,2,4
4828,0,0,1,1
4829,1,-1,2,4
4830,0,0,0,0
4831,1,0,0,0
4832,1,0,1,1
4833,1,-1,4,2
4834,1,-1,4,2
4835,1,0,0,0
4836,1,-1,2,4
4837,1,0,0,0
4838,1,0,0,0
4839,0,0,1,1
4840,1,0,1,1
4841,1,0,0,0
4842,0,0,0,0
4843,0,0,1,1
4844,0,0,0,0
4845,1,0,1,1
4846,1,0,4,2
4847,1,0,4,2
4848,1,0,0,0
4849,1,0,1,1
4850,1,0,4,2
4851,1,-1,3,3
4852,1,0,1,1
4853,0,0,1,1
4854,1,0,0,0
4855,1,0,1,1
4856,1,0,4,2
4857,1,0,0,0
4858,0,0,1,1
4859,1,0,0,0
4860,0,0,1,1
4861,1,0,0,0
4862,0,0,1,1
4863,1,-1,4,2
4864,1,0,0,0
4865,1,0,1,0
4866,1,0,0,0
4867,1,0,0,0
4868,1,0,4,2
4869,0,0,1,1
4870,1,0,0,0
4871,1,0,0,0
4872,1,-1,2,4
4873,1,0,1,1
4874,1,0,0,0
4875,0,0,1,1
4876,1,-1,2,4
4877,1,-1,3,3
4878,1,0,0,0
4879,1,0,1,1
4880,1,0,0,0
4881,1,0,0,0
4882,0,0,4,2
4883,1,0,0,0
4884,1,0,0,0
4885,0,0,0,0
4886,1,0,0,0
4887,1,0,1,1
4888,1,0,1,0
4889,0,0,0,0
4890,1,0,0,0
4891,1,0,4,2
4892,1,0,0,0
4893,1,0,4,2
4894,1,0,0,0
4895,1,0,1,1
4896,1,0,1,1
4897,1,0,4,2
4898,1,0,0,0
4899,1,0,0,0
4900,1,0,1,1
4901,1,0,0,0
4902,1,-1,2,4
4903,0,0,1,1
4904,0,0,1,1
4905,1,-1,4,2
4906,1,0,0,0
4907,1,0,4,2
4908,1,0,4,2
4909,1,0,0,0
4910,0,0,0,0
4911,1,0,0,0
4912,1,0,1,1
4913,0,-1,4,2
4914,0,-1,2,4
4915,0,0,1,1
4916,0,0,4,2
4917,1,0,1,1
4918,1,0,4,2
4919,1,0,0,0
4920,1,0,0,0
4921,1,-1,4,2
4922,1,0,1,1
4923,1,0,0,0
4924,1,0,1,1
4925,0,0,0,0
4926,1,0,0,0
4927,1,0,0,0
4928,1,0,1,1
4929,1,0,1,1
4930,1,0,0,0
4931,1,0,4,2
4932,1,0,1,1
4933,1,0,0,0
4934,1,0,0,0
4935,1,0,1,1
4936,1,0,4,2
4937,1,0,4,2
4938,1,0,0,0
4939,0,0,0,0
4940,1,0,1,1
4941,0,0,4,2
4942,1,0,1,1
4943,0,0,1,1
4944,1,0,1,1
4945,1,0,0,0
4946,0,0,1,1
4947,1,0,1,1
4948,1,0,0,0
4949,1,0,4,2
4950,0,0,1,1
4951,1,-1,2,4
4952,1,-1,2,4
4953,1,0,0,0
4954,1,0,1,1
4955,0,0,4,2
4956,1,0,4,2
4957,1,0,0,0
4958,1,0,1,1
4959,0,-1,2,4
4960,1,0,1,1
4961,1,0,1,1
4962,1,-1,4,2
4963,1,0,4,2
4964,1,0,0,0
4965,1,0,0,0
4966,1,0,1,1
4967,1,0,0,0
4968,1,0,0,0
4969,0,-1,2,4
4970,1,0,1,1
4971,1,0,0,0
4972,1,0,1,1
4973,1,0,1,1
4974,1,0,1,1
4975,1,0,1,1
4976,1,0,1,1
4977,1,0,0,0
4978,1,0,1,1
4979,1,0,4,2
4980,1,0,0,0
4981,1,0,0,0
4982,1,0,0,0
4983,1,0,1,1
4984,1,0,0,0
4985,1,0,1,1
4986,1,0,0,0
4987,1,0,4,2
4988,0,0,4,2
4989,0,0,1,1
4990,1,0,0,0
4991,1,0,1,1
4992,0,0,0,0
4993,1,-1,3,3
4994,1,0,1,1
4995,1,0,1,1
4996,0,0,0,0
4997,0,0,0,0
4998,0,0,0,0
4999,0,-1,4,2
5000,1,0,0,0
5001,1,-1,4,2
5002,1,0,4,2
5003,1,0,1,1
5004,1,0,4,2
5005,1,0,1,1
5006,0,0,1,1
5007,1,0,1,1
5008,1,0,1,1
5009,1,0,0,0
5010,1,0,1,1
5011,1,0,1,1
5012,1,0,0,0
5013,1,0,0,0
5014,0,0,1,1
5015,1,0,0,0
5016,1,0,0,0
5017,1,0,0,0
5018,0,0,1,1
5019,1,0,4,2
5020,1,0,0,0
5021,1,0,1,1
5022,0,0,0,0
5023,1,0,0,0
5024,1,0,1,1
5025,0,0,0,0
5026,0,0,0,0
5027,1,0,0,0
5028,1,-1,4,2
5029,0,0,0,0
5030,1,0,4,2
5031,1,0,4,2
5032,1,0,0,0
5033,0,0,0,0
5034,1,0,0,0
5035,0,-1,2,4
5036,0,0,0,0
5037,1,0,1,1
5038,0,0,0,0
5039,1,0,0,0
5040,1,0,0,0
5041,1,0,1,1
5042,0,0,1,1
5043,0,0,0,0
5044,1,0,1,1
5045,1,0,0,0
5046,1,0,0,0
5047,1,0,0,0
5048,1,0,1,1
5049,1,0,1,1
5050,1,-1,2,4
5051,0,0,0,0
5052,1,0,1,1
5053,1,-1,4,2
5054,0,0,0,0
5055,1,0,1,1
5056,1,0,1,1
5057,0,0,0,0
5058,1,0,0,0
5059,0,0,1,1
5060,1,0,0,0
5061,1,0,4,2
5062,1,0,4,2
5063,1,0,0,0
5064,0,0,1,1
5065,1,0,0,0
5066,1,0,0,0
5067,1,0,1,1
5068,0,0,0,0
5069,1,0,1,1
5070,0,0,0,0
5071,1,0,1,1
5072,1,0,0,0
5073,1,0,0,0
5074,0,0,4,2
5075,1,0,1,1
5076,1,-1,4,2
5077,1,0,1,1
5078,0,0,0,0
5079,1,0,0,0
5080,0,0,0,0
5081,1,0,4,2
5082,0,0,0,0
5083,1,0,0,0
5084,1,0,0,0
5085,1,0,4,2
5086,1,0,1,0
5087,1,0,1,1
5088,1,0,1,1
5089,1,0,0,0
5090,1,0,0,0
5091,0,0,1,1
5092,0,0,0,0
5093,1,0,1,1
5094,1,0,1,1
5095,1,0,4,2
5096,1,-1,2,4
5097,1,0,0,0
5098,1,0,1,1
5099,1,0,0,0
5100,0,0,0,0
5101,1,0,1,1
5102,0,0,1,1
5103,0,0,0,0
5104,0,0,0,0
5105,0,0,1,1
5106,0,0,0,0
5107,0,0,1,2
5108,1,-1,4,2
5109,1,0,0,0
5110,1,0,1,1
5111,1,0,0,0
5112,1,0,0,0
5113,0,0,0,0
5114,1,0,1,1
5115,1,0,4,2
5116,1,-1,4,2
5117,0,0,0,0
5118,1,0,0,0
5119,0,0,1,1
5120,1,0,0,0
5121,1,0,1,1
5122,1,0,0,0
5123,1,0,4,2
5124,0,-1,3,3
5125,1,0,0,0
5126,0,0,0,0
5127,1,0,1,1
5128,1,0,0,0
5129,1,0,0,0
5130,1,0,4,2
5131,1,-1,4,2
5132,0,0,1,1
5133,1,0,4,2
5134,0,0,4,2
5135,0,-1,4,2
5136,1,0,1,1
5137,1,0,4,2
5138,1,0,4,2
5139,0,0,4,2
5140,1,0,1,1
5141,1,0,4,2
5142,1,0,0,1
5143,1,0,0,0
5144,1,0,0,0
5145,0,0,0,0
5146,1,0,0,0
5147,0,0,4,2
5148,1,0,4,2
5149,1,0,0,0
5150,1,0,1,1
5151,1,0,0,0
5152,1,0,0,0
5153,1,0,1,1
5154,0,0,0,0
5155,1,-1,2,4
5156,1,0,0,0
5157,1,-1,4,2
5158,1,0,1,1
5159,1,0,0,0
5160,1,0,1,1
5161,1,0,1,1
5162,1,0,0,0
5163,1,0,0,0
5164,0,0,0,0
5165,1,0,4,2
5166,1,0,1,1
5167,1,0,1,1
5168,1,0,1,1
5169,1,0,1,1
5170,1,0,0,0
5171,1,0,1,1
5172,0,0,0,0
5173,0,0,1,1
5174,1,-1,4,2
5175,0,0,1,1
5176,1,0,4,2
5177,0,0,4,2
5178,1,0,0,0
5179,1,0,0,0
5180,1,0,0,0
5181,1,0,4,2
5182,0,0,4,2
5183,1,0,1,1
5184,1,0,0,0
5185,1,0,0,0
5186,1,0,1,1
5187,1,0,0,0
5188,1,0,1,1
5189,0,0,1,1
5190,0,-1,4,2
5191,1,0,1,1
5192,1,-1,4,2
